#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  44000      6.64e+00    9.73e+00      3.52e-03    6.93e-03      2.35e-01    3.44e-01    7.9e-04
  45000      8.57e+00    8.87e+00      4.57e-02    4.33e-03      2.55e-01    3.14e-01    7.9e-04
  46000      7.60e+00    6.86e+00      3.98e-02    8.92e-03      2.28e-01    2.39e-01    7.9e-04
  47000      4.17e+00    8.99e+00      8.23e-03    3.69e-02      1.41e-01    2.90e-01    7.9e-04
  48000      8.30e+00    4.21e+00      6.29e-05    6.38e-03      2.94e-01    1.45e-01    7.9e-04
  49000      8.65e+00    8.39e+00      4.96e-02    2.84e-02      2.49e-01    2.79e-01    7.9e-04
  50000      4.90e+00    6.92e+00      2.50e-02    2.63e-03      1.12e-01    2.45e-01    7.9e-04
  51000      7.83e+00    4.80e+00      2.94e-03    1.49e-03      2.77e-01    1.70e-01    7.9e-04
  52000      7.26e+00    7.75e+00      1.32e-02    2.88e-02      2.48e-01    2.54e-01    7.9e-04
  53000      5.43e+00    1.12e+01      2.51e-03    4.34e-02      1.92e-01    3.66e-01    7.9e-04
  54000      6.83e+00    7.54e+00      1.10e-02    3.86e-03      2.39e-01    2.67e-01    7.9e-04
  55000      7.47e+00    8.70e+00      3.07e-02    3.88e-02      2.09e-01    2.75e-01    7.9e-04
  56000      7.79e+00    7.81e+00      6.67e-03    1.27e-03      2.75e-01    2.77e-01    7.9e-04
  57000      8.41e+00    8.53e+00      3.40e-02    4.23e-02      2.37e-01    2.61e-01    7.9e-04
  58000      1.09e+01    7.91e+00      7.41e-02    2.95e-02      2.80e-01    2.59e-01    7.9e-04
  59000      7.49e+00    7.03e+00      2.39e-02    2.39e-02      2.51e-01    2.14e-01    7.9e-04
  60000      8.37e+00    3.68e+00      3.89e-02    1.03e-02      2.59e-01    1.20e-01    7.1e-04
  61000      7.09e+00    5.68e+00      1.56e-02    5.04e-04      2.45e-01    2.13e-01    7.1e-04
  62000      3.30e+00    5.59e+00      5.21e-03    4.98e-03      1.19e-01    2.08e-01    7.1e-04
  63000      8.11e+00    7.01e+00      1.58e-02    1.30e-02      2.96e-01    2.56e-01    7.1e-04
  64000      6.97e+00    8.54e+00      1.64e-03    2.32e-02      2.61e-01    3.02e-01    7.1e-04
  65000      5.80e+00    4.29e+00      1.59e-02    4.66e-03      1.90e-01    1.58e-01    7.1e-04
  66000      4.24e+00    8.15e+00      1.17e-02    1.20e-03      1.38e-01    3.06e-01    7.1e-04
  67000      6.77e+00    6.31e+00      1.33e-02    1.18e-02      2.38e-01    2.23e-01    7.1e-04
  68000      7.54e+00    7.79e+00      3.54e-03    2.40e-02      2.82e-01    2.44e-01    7.1e-04
  69000      4.26e+00    8.19e+00      1.35e-02    3.60e-02      1.32e-01    2.60e-01    7.1e-04
  70000      8.70e+00    6.61e+00      3.23e-02    1.71e-02      2.91e-01    2.35e-01    7.1e-04
  71000      7.11e+00    8.18e+00      6.20e-03    9.55e-03      2.65e-01    3.04e-01    7.1e-04
  72000      4.55e+00    7.98e+00      1.77e-02    2.71e-02      1.23e-01    2.73e-01    7.1e-04
  73000      8.89e+00    7.46e+00      3.18e-02    1.12e-02      3.01e-01    2.75e-01    7.1e-04
  74000      5.41e+00    7.75e+00      1.94e-02    1.41e-02      1.56e-01    2.83e-01    7.1e-04
  75000      3.20e+00    6.76e+00      4.90e-04    8.02e-03      1.20e-01    2.51e-01    7.1e-04
  76000      4.47e+00    8.45e+00      1.37e-02    2.74e-02      1.40e-01    2.91e-01    7.1e-04
  77000      7.76e+00    6.81e+00      3.77e-02    3.27e-03      2.35e-01    2.55e-01    7.1e-04
  78000      6.93e+00    6.83e+00      9.58e-03    3.88e-04      2.56e-01    2.56e-01    7.1e-04
  79000      8.20e+00    6.69e+00      3.56e-02    1.42e-02      2.62e-01    2.43e-01    7.1e-04
  80000      1.00e+01    5.55e+00      5.29e-02    1.10e-03      2.77e-01    2.20e-01    6.3e-04
  81000      8.30e+00    4.50e+00      2.39e-02    1.31e-02      3.03e-01    1.45e-01    6.3e-04
  82000      4.62e+00    6.74e+00      9.60e-03    9.97e-03      1.67e-01    2.62e-01    6.3e-04
  83000      7.38e+00    6.70e+00      2.26e-02    2.96e-03      2.66e-01    2.66e-01    6.3e-04
  84000      7.47e+00    9.16e+00      2.48e-02    3.87e-02      2.65e-01    2.97e-01    6.3e-04
  85000      6.18e+00    6.33e+00      2.62e-02    8.43e-03      1.30e-01    2.47e-01    6.3e-04
  86000      6.85e+00    7.06e+00      1.23e-02    8.19e-03      2.63e-01    2.77e-01    6.3e-04
  87000      7.69e+00    4.71e+00      2.28e-02    1.42e-02      2.79e-01    1.49e-01    6.3e-04
  88000      6.68e+00    6.83e+00      1.04e-02    1.31e-02      2.59e-01    2.62e-01    6.3e-04
  89000      8.05e+00    6.29e+00      1.27e-02    1.53e-02      3.12e-01    2.36e-01    6.3e-04
  90000      4.81e+00    6.80e+00      1.20e-03    1.35e-02      1.91e-01    2.60e-01    6.3e-04
  91000      3.47e+00    6.45e+00      9.83e-03    4.02e-03      1.14e-01    2.55e-01    6.3e-04
  92000      8.10e+00    3.95e+00      3.44e-02    5.74e-03      2.62e-01    1.50e-01    6.3e-04
  93000      4.58e+00    6.32e+00      9.92e-03    4.91e-03      1.64e-01    2.49e-01    6.3e-04
  94000      6.93e+00    6.22e+00      3.34e-03    9.66e-03      2.74e-01    2.42e-01    6.3e-04
  95000      1.18e+01    4.92e+00      7.22e-02    7.84e-03      2.56e-01    1.85e-01    6.3e-04
  96000      6.56e+00    7.14e+00      4.21e-03    1.28e-02      2.60e-01    2.75e-01    6.3e-04
  97000      3.44e+00    4.87e+00      7.50e-03    5.68e-03      1.23e-01    1.88e-01    6.3e-04
  98000      6.89e+00    6.43e+00      2.78e-02    8.75e-03      1.61e-01    2.51e-01    6.3e-04
  99000      5.28e+00    6.26e+00      1.51e-02    4.04e-03      1.72e-01    2.47e-01    6.3e-04
 100000      3.56e+00    5.40e+00      3.07e-03    7.13e-03      1.47e-01    2.22e-01    5.6e-04
 101000      3.93e+00    3.05e+00      2.94e-03    5.99e-03      1.63e-01    1.16e-01    5.6e-04
 102000      4.16e+00    4.85e+00      1.40e-02    1.13e-02      1.19e-01    1.76e-01    5.6e-04
 103000      5.34e+00    6.45e+00      1.06e-02    1.90e-02      2.03e-01    2.44e-01    5.6e-04
 104000      1.06e+01    6.15e+00      4.32e-02    1.53e-02      2.07e-01    2.40e-01    5.6e-04
 105000      6.53e+00    6.39e+00      1.84e-02    8.81e-03      2.49e-01    2.63e-01    5.6e-04
 106000      6.35e+00    5.93e+00      2.86e-03    1.39e-02      2.66e-01    2.14e-01    5.6e-04
 107000      7.93e+00    8.17e+00      1.98e-02    6.67e-03      3.10e-01    3.41e-01    5.6e-04
 108000      3.74e+00    5.59e+00      1.26e-02    5.47e-04      1.07e-01    2.35e-01    5.6e-04
 109000      5.83e+00    4.38e+00      1.26e-02    1.50e-02      2.32e-01    1.22e-01    5.6e-04
 110000      4.49e+00    6.18e+00      1.60e-02    2.40e-03      1.19e-01    2.59e-01    5.6e-04
 111000      4.41e+00    4.07e+00      1.48e-02    1.12e-02      1.27e-01    1.37e-01    5.6e-04
 112000      6.51e+00    6.40e+00      6.98e-03    2.55e-03      2.70e-01    2.69e-01    5.6e-04
 113000      5.78e+00    6.83e+00      1.17e-03    1.78e-02      2.43e-01    2.65e-01    5.6e-04
 114000      7.23e+00    7.85e+00      1.45e-02    2.07e-02      2.90e-01    3.03e-01    5.6e-04
 115000      5.83e+00    6.44e+00      7.44e-03    8.04e-03      2.40e-01    2.66e-01    5.6e-04
 116000      6.65e+00    7.18e+00      3.90e-03    1.24e-02      2.78e-01    2.92e-01    5.6e-04
 117000      2.87e+00    3.03e+00      1.17e-03    5.44e-03      1.20e-01    1.17e-01    5.6e-04
 118000      5.55e+00    6.05e+00      1.50e-03    4.79e-03      2.33e-01    2.52e-01    5.6e-04
 119000      5.35e+00    6.06e+00      1.62e-02    1.07e-03      1.69e-01    2.55e-01    5.6e-04
 120000      3.43e+00    7.45e+00      8.37e-03    2.52e-02      1.26e-01    2.80e-01    5.0e-04
 121000      6.44e+00    3.67e+00      4.49e-03    6.01e-03      2.85e-01    1.51e-01    5.0e-04
 122000      6.73e+00    6.81e+00      1.71e-02    3.16e-03      2.74e-01    3.02e-01    5.0e-04
 123000      3.09e+00    5.89e+00      2.28e-03    6.67e-03      1.35e-01    2.58e-01    5.0e-04
 124000      6.61e+00    6.17e+00      1.29e-02    1.86e-02      2.79e-01    2.41e-01    5.0e-04
 125000      6.86e+00    2.21e+00      1.91e-02    3.65e-03      2.33e-01    9.07e-02    5.0e-04
 126000      4.56e+00    5.92e+00      1.63e-02    4.01e-03      1.13e-01    2.62e-01    5.0e-04
 127000      2.99e+00    5.49e+00      6.10e-03    5.10e-03      1.17e-01    2.41e-01    5.0e-04
 128000      6.61e+00    3.80e+00      2.02e-02    1.10e-02      2.07e-01    1.25e-01    5.0e-04
 129000      6.03e+00    6.35e+00      1.15e-02    2.83e-03      2.55e-01    2.82e-01    5.0e-04
 130000      7.93e+00    6.24e+00      3.07e-02    1.72e-02      2.79e-01    2.50e-01    5.0e-04
 131000      5.31e+00    5.79e+00      1.30e-02    5.61e-04      1.94e-01    2.57e-01    5.0e-04
 132000      6.81e+00    6.96e+00      2.49e-02    2.34e-02      2.47e-01    2.62e-01    5.0e-04
 133000      6.58e+00    6.06e+00      9.19e-03    1.30e-02      2.85e-01    2.54e-01    5.0e-04
 134000      4.90e+00    5.82e+00      1.78e-02    7.93e-03      1.16e-01    2.53e-01    5.0e-04
 135000      6.62e+00    6.29e+00      6.04e-03    6.44e-03      2.91e-01    2.76e-01    5.0e-04
 136000      3.78e+00    6.33e+00      3.57e-03    9.84e-03      1.64e-01    2.73e-01    5.0e-04
 137000      6.87e+00    5.81e+00      1.19e-02    1.26e-03      2.94e-01    2.58e-01    5.0e-04
 138000      4.16e+00    6.46e+00      9.84e-03    2.46e-03      1.54e-01    2.87e-01    5.0e-04
 139000      4.27e+00    8.87e+00      1.54e-02    3.85e-02      1.04e-01    2.87e-01    5.0e-04
 140000      2.43e+00    5.50e+00      3.39e-03    1.05e-02      1.07e-01    2.45e-01    4.5e-04
 141000      5.66e+00    5.79e+00      9.58e-03    1.29e-02      2.55e-01    2.53e-01    4.5e-04
 142000      2.44e+00    5.94e+00      7.57e-04    1.11e-02      1.14e-01    2.65e-01    4.5e-04
 143000      4.09e+00    6.87e+00      3.36e-03    2.39e-02      1.88e-01    2.63e-01    4.5e-04
 144000      5.82e+00    4.62e+00      7.46e-03    1.25e-02      2.67e-01    1.63e-01    4.5e-04
 145000      3.38e+00    4.25e+00      7.22e-03    2.27e-03      1.36e-01    1.98e-01    4.5e-04
 146000      6.36e+00    7.58e+00      1.67e-02    2.91e-02      2.69e-01    2.74e-01    4.5e-04
 147000      8.76e+00    6.34e+00      3.90e-02    1.66e-02      2.77e-01    2.68e-01    4.5e-04
 148000      5.86e+00    3.24e+00      8.65e-03    8.01e-03      2.67e-01    1.21e-01    4.5e-04
 149000      5.91e+00    5.73e+00      1.71e-02    1.31e-02      1.97e-01    2.49e-01    4.5e-04
 150000      5.04e+00    4.02e+00      1.77e-02    1.10e-02      1.20e-01    1.41e-01    4.5e-04
 151000      5.06e+00    6.06e+00      1.03e-03    8.62e-03      2.38e-01    2.77e-01    4.5e-04
 152000      7.06e+00    7.97e+00      2.03e-02    3.33e-02      2.92e-01    2.69e-01    4.5e-04
 153000      5.58e+00    5.35e+00      4.39e-03    6.71e-03      2.60e-01    2.39e-01    4.5e-04
 154000      5.95e+00    5.02e+00      1.75e-02    3.84e-03      1.94e-01    2.34e-01    4.5e-04
 155000      4.23e+00    2.79e+00      1.22e-02    5.81e-03      1.40e-01    1.13e-01    4.5e-04
 156000      2.72e+00    5.48e+00      1.98e-04    1.56e-03      1.28e-01    2.57e-01    4.5e-04
 157000      6.28e+00    3.52e+00      7.60e-03    5.50e-03      2.89e-01    1.53e-01    4.5e-04
 158000      5.91e+00    5.90e+00      6.87e-03    5.78e-03      2.73e-01    2.74e-01    4.5e-04
 159000      3.10e+00    5.02e+00      5.57e-03    1.46e-03      1.31e-01    2.35e-01    4.5e-04
 160000      6.78e+00    2.25e+00      1.95e-02    3.20e-03      2.29e-01    1.04e-01    4.0e-04
 161000      5.27e+00    4.51e+00      2.11e-05    5.15e-03      2.62e-01    2.15e-01    4.0e-04
 162000      6.96e+00    5.68e+00      2.69e-02    8.94e-03      2.56e-01    2.72e-01    4.0e-04
 163000      4.64e+00    4.25e+00      6.55e-03    8.91e-03      2.15e-01    1.79e-01    4.0e-04
 164000      5.11e+00    5.25e+00      3.72e-03    1.04e-02      2.52e-01    2.45e-01    4.0e-04
 165000      7.14e+00    6.01e+00      2.34e-02    8.33e-03      1.95e-01    2.90e-01    4.0e-04
 166000      6.80e+00    7.43e+00      2.00e-02    2.84e-02      2.91e-01    2.76e-01    4.0e-04
 167000      3.73e+00    6.25e+00      6.46e-03    2.11e-02      1.66e-01    2.52e-01    4.0e-04
 168000      5.57e+00    5.42e+00      4.28e-04    1.01e-03      2.77e-01    2.69e-01    4.0e-04
 169000      5.75e+00    6.33e+00      2.18e-03    1.48e-02      2.85e-01    2.88e-01    4.0e-04
 170000      3.42e+00    4.65e+00      1.78e-03    8.41e-03      1.68e-01    2.05e-01    4.0e-04
 171000      4.39e+00    5.75e+00      1.42e-02    7.34e-04      1.23e-01    2.86e-01    4.0e-04
 172000      6.10e+00    3.12e+00      2.02e-02    4.06e-04      1.62e-01    1.55e-01    4.0e-04
 173000      2.29e+00    3.37e+00      1.89e-04    8.26e-03      1.14e-01    1.31e-01    4.0e-04
 174000      5.59e+00    5.56e+00      1.29e-02    3.99e-03      2.25e-01    2.74e-01    4.0e-04
 175000      2.40e+00    7.02e+00      1.77e-03    2.32e-02      1.17e-01    2.85e-01    4.0e-04
 176000      3.53e+00    5.62e+00      9.01e-03    3.61e-03      1.34e-01    2.78e-01    4.0e-04
 177000      6.11e+00    5.09e+00      1.42e-02    8.13e-03      2.78e-01    2.43e-01    4.0e-04
 178000      3.26e+00    6.14e+00      6.28e-03    8.92e-03      1.41e-01    2.95e-01    4.0e-04
 179000      5.25e+00    4.47e+00      5.35e-03    1.47e-02      2.57e-01    1.21e-01    4.0e-04
 180000      5.71e+00    4.13e+00      1.94e-02    1.02e-02      2.38e-01    1.65e-01    3.5e-04
 181000      5.33e+00    6.00e+00      3.72e-03    1.74e-02      2.78e-01    2.69e-01    3.5e-04
 182000      2.76e+00    4.35e+00      6.22e-03    4.63e-03      1.17e-01    2.19e-01    3.5e-04
 183000      4.77e+00    4.65e+00      7.82e-03    4.48e-03      2.40e-01    2.36e-01    3.5e-04
 184000      3.91e+00    5.33e+00      7.27e-03    7.33e-03      1.79e-01    2.72e-01    3.5e-04
 185000      6.09e+00    3.69e+00      1.81e-02    2.77e-03      2.71e-01    1.90e-01    3.5e-04
 186000      2.38e+00    5.05e+00      1.26e-03    4.94e-03      1.24e-01    2.62e-01    3.5e-04
 187000      3.10e+00    3.98e+00      1.82e-03    1.17e-02      1.61e-01    1.32e-01    3.5e-04
 188000      5.18e+00    5.33e+00      1.53e-02    1.15e-02      2.31e-01    2.58e-01    3.5e-04
 189000      5.02e+00    5.04e+00      9.30e-03    1.05e-03      2.30e-01    2.65e-01    3.5e-04
 190000      2.76e+00    4.92e+00      7.17e-03    7.10e-03      1.05e-01    2.39e-01    3.5e-04
 191000      5.82e+00    5.13e+00      1.91e-03    1.67e-03      3.05e-01    2.70e-01    3.5e-04
 192000      6.07e+00    4.88e+00      1.91e-02    8.15e-03      1.76e-01    2.45e-01    3.5e-04
 193000      4.89e+00    5.50e+00      1.02e-02    1.01e-02      2.38e-01    2.73e-01    3.5e-04
 194000      5.23e+00    4.85e+00      5.65e-03    9.96e-03      2.70e-01    2.15e-01    3.5e-04
 195000      4.26e+00    2.83e+00      8.84e-03    4.99e-06      1.88e-01    1.49e-01    3.5e-04
 196000      3.61e+00    5.54e+00      7.83e-03    8.07e-03      1.56e-01    2.82e-01    3.5e-04
 197000      6.55e+00    3.53e+00      2.15e-02    3.58e-03      2.78e-01    1.79e-01    3.5e-04
 198000      5.74e+00    4.63e+00      1.11e-02    1.95e-03      2.83e-01    2.43e-01    3.5e-04
 199000      5.71e+00    5.75e+00      6.44e-03    1.42e-02      2.94e-01    2.71e-01    3.5e-04
 200000      4.68e+00    5.67e+00      7.26e-03    2.10e-02      2.36e-01    2.30e-01    3.2e-04
 201000      4.80e+00    7.10e+00      3.58e-03    2.72e-02      2.65e-01    2.78e-01    3.2e-04
 202000      6.76e+00    4.95e+00      2.54e-02    1.09e-02      2.71e-01    2.21e-01    3.2e-04
 203000      4.14e+00    4.81e+00      4.93e-03    6.55e-04      2.18e-01    2.68e-01    3.2e-04
 204000      4.65e+00    4.22e+00      5.84e-03    2.74e-04      2.43e-01    2.35e-01    3.2e-04
 205000      3.54e+00    5.97e+00      7.47e-03    1.59e-02      1.62e-01    2.89e-01    3.2e-04
 206000      6.76e+00    4.32e+00      2.70e-02    1.92e-03      2.53e-01    2.40e-01    3.2e-04
 207000      6.25e+00    5.31e+00      2.19e-02    9.84e-03      2.65e-01    2.78e-01    3.2e-04
 208000      5.42e+00    5.26e+00      1.99e-02    1.26e-02      2.21e-01    2.63e-01    3.2e-04
 209000      5.35e+00    6.05e+00      3.54e-03    1.67e-02      2.95e-01    2.90e-01    3.2e-04
 210000      7.12e+00    3.66e+00      2.59e-02    1.18e-03      2.93e-01    2.03e-01    3.2e-04
 211000      5.73e+00    2.42e+00      1.52e-02    1.37e-03      2.20e-01    1.33e-01    3.2e-04
 212000      3.16e+00    5.08e+00      8.03e-03    8.57e-03      1.27e-01    2.69e-01    3.2e-04
 213000      4.67e+00    4.83e+00      3.56e-03    8.31e-03      2.57e-01    2.55e-01    3.2e-04
 214000      1.95e+00    4.95e+00      2.53e-03    4.63e-03      1.02e-01    2.71e-01    3.2e-04
 215000      5.13e+00    4.72e+00      1.35e-02    9.54e-03      2.00e-01    2.44e-01    3.2e-04
 216000      5.38e+00    5.01e+00      7.81e-03    7.39e-03      2.88e-01    2.68e-01    3.2e-04
 217000      5.16e+00    5.58e+00      5.66e-03    7.09e-03      2.81e-01    3.02e-01    3.2e-04
 218000      3.19e+00    4.51e+00      8.04e-03    5.19e-03      1.30e-01    2.45e-01    3.2e-04
 219000      4.18e+00    5.39e+00      6.53e-03    1.24e-02      2.10e-01    2.71e-01    3.2e-04
 220000      2.84e+00    5.11e+00      1.47e-03    1.68e-02      1.65e-01    1.19e-01    2.8e-04
 221000      4.52e+00    5.71e+00      6.56e-03    1.65e-02      2.56e-01    2.81e-01    2.8e-04
 222000      4.92e+00    4.85e+00      8.60e-03    5.30e-03      2.73e-01    2.79e-01    2.8e-04
 223000      5.30e+00    5.50e+00      8.75e-03    1.16e-02      2.96e-01    2.96e-01    2.8e-04
 224000      3.44e+00    5.01e+00      9.31e-03    1.46e-02      1.33e-01    2.45e-01    2.8e-04
 225000      2.74e+00    4.91e+00      3.01e-03    1.43e-03      1.54e-01    2.88e-01    2.8e-04
 226000      6.81e+00    3.58e+00      2.13e-02    1.04e-02      1.97e-01    1.25e-01    2.8e-04
 227000      2.88e+00    4.16e+00      7.73e-03    1.21e-02      1.12e-01    1.43e-01    2.8e-04
 228000      6.12e+00    5.10e+00      2.21e-02    1.46e-02      2.63e-01    2.52e-01    2.8e-04
 229000      2.81e+00    4.50e+00      4.87e-03    5.02e-03      1.45e-01    2.59e-01    2.8e-04
 230000      3.73e+00    5.98e+00      3.85e-03    2.08e-02      2.10e-01    2.64e-01    2.8e-04
 231000      5.10e+00    4.74e+00      8.56e-03    3.02e-03      2.85e-01    2.77e-01    2.8e-04
 232000      4.89e+00    4.31e+00      1.04e-02    3.17e-03      2.63e-01    2.51e-01    2.8e-04
 233000      4.33e+00    4.49e+00      2.79e-04    4.51e-03      2.54e-01    2.60e-01    2.8e-04
 234000      4.78e+00    4.99e+00      8.45e-03    3.79e-04      2.45e-01    2.94e-01    2.8e-04
 235000      5.57e+00    1.61e+00      1.50e-02    4.60e-04      2.82e-01    9.43e-02    2.8e-04
 236000      2.97e+00    2.36e+00      6.01e-03    4.69e-03      1.45e-01    1.16e-01    2.8e-04
 237000      2.48e+00    4.80e+00      4.50e-03    9.29e-03      1.26e-01    2.63e-01    2.8e-04
 238000      4.48e+00    4.72e+00      1.22e-03    1.22e-02      2.63e-01    2.42e-01    2.8e-04
 239000      4.68e+00    3.50e+00      4.64e-03    5.09e-03      2.70e-01    1.88e-01    2.8e-04
 240000      2.85e+00    2.75e+00      6.69e-03    1.22e-03      1.32e-01    1.69e-01    2.5e-04
 241000      4.05e+00    5.60e+00      4.39e-03    2.04e-02      2.46e-01    2.47e-01    2.5e-04
 242000      4.70e+00    1.89e+00      5.66e-03    1.92e-03      2.84e-01    1.12e-01    2.5e-04
 243000      3.42e+00    5.15e+00      6.28e-03    1.30e-02      1.81e-01    2.23e-01    2.5e-04
 244000      2.67e+00    4.71e+00      2.72e-03    1.16e-02      1.59e-01    2.57e-01    2.5e-04
 245000      4.86e+00    4.28e+00      1.13e-02    5.31e-03      2.70e-01    2.58e-01    2.5e-04
 246000      8.48e+00    4.50e+00      3.56e-02    8.76e-03      3.08e-01    2.59e-01    2.5e-04
 247000      5.22e+00    3.17e+00      1.72e-02    3.70e-03      2.50e-01    1.86e-01    2.5e-04
 248000      3.97e+00    4.70e+00      2.85e-03    1.26e-02      2.45e-01    1.90e-01    2.5e-04
 249000      4.10e+00    4.89e+00      5.32e-04    1.03e-02      2.55e-01    2.77e-01    2.5e-04
 250000      5.84e+00    8.28e-02      1.92e-02    2.91e-04      1.29e-01    6.62e-05    2.5e-04
 251000      5.57e+00    4.66e+00      1.05e-02    1.33e-02      3.22e-01    2.42e-01    2.5e-04
 252000      4.57e+00    2.51e+00      1.20e-02    3.82e-03      2.45e-01    1.41e-01    2.5e-04
 253000      5.81e+00    4.32e+00      1.95e-02    4.42e-04      2.75e-01    2.68e-01    2.5e-04
 254000      4.59e+00    4.24e+00      5.73e-03    4.32e-03      2.77e-01    2.59e-01    2.5e-04
 255000      4.39e+00    4.50e+00      1.39e-02    1.02e-02      1.18e-01    2.52e-01    2.5e-04
 256000      4.52e+00    2.20e+00      1.04e-02    4.83e-03      2.52e-01    1.07e-01    2.5e-04
 257000      4.42e+00    4.73e+00      1.01e-02    9.17e-03      2.47e-01    2.72e-01    2.5e-04
 258000      1.93e+00    4.52e+00      2.77e-03    7.90e-03      1.09e-01    2.65e-01    2.5e-04
 259000      5.72e+00    4.61e+00      1.87e-02    9.26e-03      1.29e-01    2.64e-01    2.5e-04
 260000      3.91e+00    4.60e+00      1.12e-02    7.43e-03      1.44e-01    2.87e-01    2.2e-04
 261000      4.29e+00    5.86e+00      1.04e-02    2.26e-02      2.01e-01    2.50e-01    2.2e-04
