#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  72000      3.78e+00    7.88e+00      1.11e-02    2.72e-02      1.21e-01    2.68e-01    7.1e-04
  73000      8.09e+00    6.87e+00      2.41e-02    1.65e-02      2.83e-01    2.46e-01    7.1e-04
  74000      4.97e+00    7.33e+00      1.57e-02    9.79e-03      1.54e-01    2.71e-01    7.1e-04
  75000      3.21e+00    6.50e+00      4.89e-05    7.94e-03      1.21e-01    2.41e-01    7.1e-04
  76000      4.06e+00    7.58e+00      1.01e-02    1.73e-02      1.37e-01    2.73e-01    7.1e-04
  77000      7.81e+00    6.74e+00      3.47e-02    5.52e-04      2.47e-01    2.53e-01    7.1e-04
  78000      6.68e+00    6.64e+00      1.17e-02    5.59e-03      2.45e-01    2.48e-01    7.1e-04
  79000      7.70e+00    6.29e+00      2.95e-02    1.04e-02      2.56e-01    2.31e-01    7.1e-04
  80000      9.27e+00    5.64e+00      4.59e-02    1.37e-03      2.72e-01    2.24e-01    6.3e-04
  81000      7.67e+00    3.87e+00      1.93e-02    7.57e-03      2.86e-01    1.41e-01    6.3e-04
  82000      4.93e+00    6.90e+00      1.10e-02    1.82e-02      1.75e-01    2.56e-01    6.3e-04
  83000      6.68e+00    6.28e+00      1.65e-02    7.91e-03      2.50e-01    2.45e-01    6.3e-04
  84000      7.32e+00    8.87e+00      2.52e-02    3.71e-02      2.57e-01    2.89e-01    6.3e-04
  85000      5.46e+00    6.16e+00      2.20e-02    1.07e-02      1.29e-01    2.38e-01    6.3e-04
  86000      6.61e+00    6.77e+00      1.04e-02    6.45e-03      2.56e-01    2.66e-01    6.3e-04
  87000      7.32e+00    4.17e+00      2.06e-02    1.05e-02      2.68e-01    1.43e-01    6.3e-04
  88000      6.38e+00    6.67e+00      7.00e-03    1.05e-02      2.50e-01    2.58e-01    6.3e-04
  89000      7.26e+00    6.05e+00      7.76e-03    1.64e-02      2.85e-01    2.23e-01    6.3e-04
  90000      4.79e+00    6.59e+00      3.42e-03    1.50e-02      1.88e-01    2.49e-01    6.3e-04
  91000      3.09e+00    6.27e+00      5.64e-03    2.03e-03      1.14e-01    2.49e-01    6.3e-04
  92000      7.05e+00    3.88e+00      2.49e-02    1.93e-03      2.45e-01    1.53e-01    6.3e-04
  93000      4.26e+00    6.05e+00      4.35e-03    3.13e-03      1.65e-01    2.40e-01    6.3e-04
  94000      6.63e+00    6.35e+00      1.32e-03    1.38e-02      2.63e-01    2.41e-01    6.3e-04
  95000      1.12e+01    4.87e+00      6.93e-02    6.96e-03      2.38e-01    1.85e-01    6.3e-04
  96000      6.27e+00    6.88e+00      4.08e-03    1.06e-02      2.48e-01    2.67e-01    6.3e-04
  97000      3.17e+00    4.88e+00      4.36e-03    6.97e-03      1.21e-01    1.86e-01    6.3e-04
  98000      5.68e+00    6.23e+00      2.04e-02    2.95e-03      1.56e-01    2.47e-01    6.3e-04
  99000      4.36e+00    6.13e+00      7.14e-03    9.92e-03      1.64e-01    2.37e-01    6.3e-04
 100000      3.96e+00    4.99e+00      8.69e-03    4.58e-03      1.46e-01    2.08e-01    5.6e-04
 101000      3.88e+00    2.87e+00      1.52e-04    3.72e-03      1.63e-01    1.16e-01    5.6e-04
 102000      3.27e+00    5.05e+00      4.97e-03    1.27e-02      1.30e-01    1.78e-01    5.6e-04
 103000      4.81e+00    6.36e+00      4.41e-03    1.61e-02      1.98e-01    2.48e-01    5.6e-04
 104000      7.67e+00    6.08e+00      2.80e-02    1.46e-02      1.96e-01    2.39e-01    5.6e-04
 105000      6.32e+00    6.17e+00      1.43e-02    5.98e-03      2.50e-01    2.56e-01    5.6e-04
 106000      6.24e+00    5.06e+00      1.14e-03    6.36e-03      2.62e-01    2.04e-01    5.6e-04
 107000      7.72e+00    7.95e+00      2.02e-02    3.16e-03      2.99e-01    3.33e-01    5.6e-04
 108000      3.07e+00    5.60e+00      7.75e-03    8.99e-04      1.08e-01    2.35e-01    5.6e-04
 109000      5.84e+00    3.76e+00      1.48e-02    1.15e-02      2.28e-01    1.18e-01    5.6e-04
 110000      3.84e+00    6.18e+00      1.21e-02    4.80e-03      1.17e-01    2.58e-01    5.6e-04
 111000      3.95e+00    3.91e+00      1.23e-02    1.10e-02      1.22e-01    1.30e-01    5.6e-04
 112000      6.23e+00    6.36e+00      3.96e-03    7.49e-03      2.60e-01    2.63e-01    5.6e-04
 113000      5.68e+00    6.51e+00      1.44e-03    1.61e-02      2.38e-01    2.55e-01    5.6e-04
 114000      6.91e+00    8.12e+00      1.44e-02    2.50e-02      2.76e-01    3.04e-01    5.6e-04
 115000      5.69e+00    6.26e+00      5.41e-03    8.09e-03      2.36e-01    2.58e-01    5.6e-04
 116000      6.28e+00    7.01e+00      2.89e-04    1.50e-02      2.64e-01    2.79e-01    5.6e-04
 117000      2.91e+00    3.00e+00      2.84e-03    5.53e-03      1.19e-01    1.15e-01    5.6e-04
 118000      5.52e+00    5.88e+00      4.76e-03    4.54e-03      2.30e-01    2.46e-01    5.6e-04
 119000      4.55e+00    5.99e+00      1.03e-02    9.34e-04      1.66e-01    2.51e-01    5.6e-04
 120000      4.01e+00    7.04e+00      1.23e-02    2.30e-02      1.25e-01    2.68e-01    5.0e-04
 121000      6.22e+00    3.70e+00      6.23e-03    6.81e-03      2.73e-01    1.49e-01    5.0e-04
 122000      6.56e+00    6.65e+00      1.65e-02    3.54e-03      2.68e-01    2.95e-01    5.0e-04
 123000      3.22e+00    5.39e+00      6.35e-03    4.09e-04      1.27e-01    2.40e-01    5.0e-04
 124000      6.88e+00    6.65e+00      1.73e-02    2.35e-02      2.80e-01    2.45e-01    5.0e-04
 125000      6.89e+00    2.38e+00      2.04e-02    5.79e-03      2.22e-01    8.75e-02    5.0e-04
 126000      2.97e+00    5.71e+00      6.89e-03    7.41e-03      1.11e-01    2.49e-01    5.0e-04
 127000      2.69e+00    5.23e+00      1.88e-03    3.70e-03      1.18e-01    2.31e-01    5.0e-04
 128000      5.50e+00    3.48e+00      1.47e-02    9.50e-03      1.92e-01    1.20e-01    5.0e-04
 129000      5.92e+00    6.03e+00      1.32e-02    1.29e-03      2.46e-01    2.68e-01    5.0e-04
 130000      8.21e+00    6.03e+00      3.47e-02    1.74e-02      2.72e-01    2.39e-01    5.0e-04
 131000      4.94e+00    5.47e+00      9.97e-03    4.78e-03      1.94e-01    2.41e-01    5.0e-04
 132000      6.69e+00    6.94e+00      2.45e-02    2.45e-02      2.43e-01    2.56e-01    5.0e-04
 133000      6.44e+00    5.99e+00      7.93e-03    1.39e-02      2.81e-01    2.48e-01    5.0e-04
 134000      3.67e+00    5.90e+00      8.68e-03    9.31e-03      1.36e-01    2.54e-01    5.0e-04
 135000      6.23e+00    6.05e+00      5.32e-03    1.92e-03      2.74e-01    2.69e-01    5.0e-04
 136000      4.45e+00    6.06e+00      9.56e-03    6.53e-03      1.71e-01    2.65e-01    5.0e-04
 137000      6.41e+00    5.58e+00      2.46e-03    3.19e-04      2.84e-01    2.48e-01    5.0e-04
 138000      3.99e+00    6.17e+00      9.11e-03    5.82e-04      1.50e-01    2.74e-01    5.0e-04
 139000      3.54e+00    8.38e+00      1.13e-02    3.52e-02      1.06e-01    2.79e-01    5.0e-04
 140000      2.35e+00    5.42e+00      3.73e-04    6.92e-03      1.10e-01    2.49e-01    4.5e-04
 141000      5.27e+00    5.73e+00      6.36e-03    1.44e-02      2.43e-01    2.45e-01    4.5e-04
 142000      2.48e+00    5.78e+00      1.54e-03    1.02e-02      1.15e-01    2.60e-01    4.5e-04
 143000      4.00e+00    6.49e+00      2.19e-03    2.17e-02      1.86e-01    2.53e-01    4.5e-04
 144000      5.50e+00    3.71e+00      3.29e-03    4.48e-03      2.57e-01    1.67e-01    4.5e-04
 145000      2.94e+00    4.14e+00      2.83e-03    4.27e-03      1.34e-01    1.89e-01    4.5e-04
 146000      5.71e+00    7.65e+00      9.08e-03    2.96e-02      2.59e-01    2.75e-01    4.5e-04
 147000      7.99e+00    6.09e+00      3.33e-02    1.43e-02      2.71e-01    2.64e-01    4.5e-04
 148000      5.74e+00    3.33e+00      7.45e-03    8.55e-03      2.64e-01    1.22e-01    4.5e-04
 149000      5.93e+00    5.62e+00      1.77e-02    1.36e-02      1.91e-01    2.42e-01    4.5e-04
 150000      4.21e+00    3.70e+00      1.35e-02    8.85e-03      1.22e-01    1.41e-01    4.5e-04
 151000      4.85e+00    5.91e+00      6.10e-05    4.73e-03      2.28e-01    2.75e-01    4.5e-04
 152000      6.50e+00    7.91e+00      1.51e-02    3.36e-02      2.82e-01    2.63e-01    4.5e-04
 153000      5.25e+00    5.18e+00      2.80e-03    6.00e-03      2.46e-01    2.33e-01    4.5e-04
 154000      5.14e+00    4.83e+00      1.28e-02    1.98e-03      1.92e-01    2.26e-01    4.5e-04
 155000      3.17e+00    2.63e+00      5.13e-03    4.43e-03      1.37e-01    1.13e-01    4.5e-04
 156000      2.86e+00    5.38e+00      2.47e-03    6.34e-03      1.31e-01    2.48e-01    4.5e-04
 157000      6.31e+00    3.64e+00      1.54e-02    6.67e-03      2.71e-01    1.53e-01    4.5e-04
 158000      5.65e+00    5.76e+00      6.40e-03    5.51e-03      2.61e-01    2.67e-01    4.5e-04
 159000      3.01e+00    5.12e+00      4.66e-03    4.64e-03      1.31e-01    2.35e-01    4.5e-04
 160000      6.10e+00    2.20e+00      1.64e-02    2.08e-03      2.21e-01    1.06e-01    4.0e-04
 161000      5.12e+00    4.40e+00      3.37e-04    4.60e-03      2.55e-01    2.11e-01    4.0e-04
 162000      6.72e+00    5.52e+00      2.56e-02    5.87e-03      2.51e-01    2.70e-01    4.0e-04
 163000      4.40e+00    3.74e+00      1.75e-04    3.50e-03      2.19e-01    1.81e-01    4.0e-04
 164000      4.93e+00    5.08e+00      3.72e-03    1.04e-02      2.43e-01    2.36e-01    4.0e-04
 165000      6.17e+00    5.97e+00      1.90e-02    1.10e-02      1.90e-01    2.81e-01    4.0e-04
 166000      6.83e+00    7.22e+00      2.21e-02    2.73e-02      2.81e-01    2.71e-01    4.0e-04
 167000      3.70e+00    5.65e+00      6.11e-03    1.62e-02      1.67e-01    2.44e-01    4.0e-04
 168000      5.59e+00    4.98e+00      4.87e-03    2.95e-05      2.75e-01    2.47e-01    4.0e-04
 169000      6.01e+00    6.39e+00      4.02e-03    1.58e-02      2.97e-01    2.87e-01    4.0e-04
 170000      3.39e+00    4.28e+00      1.69e-03    5.27e-03      1.67e-01    2.02e-01    4.0e-04
 171000      4.88e+00    5.47e+00      1.57e-02    7.74e-04      1.38e-01    2.72e-01    4.0e-04
 172000      5.05e+00    3.17e+00      1.51e-02    1.83e-03      1.63e-01    1.56e-01    4.0e-04
 173000      2.50e+00    3.56e+00      4.12e-03    9.88e-03      1.13e-01    1.25e-01    4.0e-04
 174000      4.98e+00    5.61e+00      9.05e-03    6.35e-03      2.19e-01    2.74e-01    4.0e-04
 175000      2.31e+00    6.86e+00      1.07e-03    2.31e-02      1.14e-01    2.77e-01    4.0e-04
 176000      3.10e+00    5.56e+00      5.39e-03    3.90e-03      1.38e-01    2.74e-01    4.0e-04
 177000      6.20e+00    4.98e+00      1.38e-02    6.52e-03      2.84e-01    2.41e-01    4.0e-04
 178000      2.91e+00    5.88e+00      2.44e-03    8.78e-03      1.42e-01    2.82e-01    4.0e-04
 179000      5.18e+00    4.40e+00      2.44e-03    1.45e-02      2.57e-01    1.19e-01    4.0e-04
 180000      5.66e+00    4.29e+00      1.87e-02    1.10e-02      2.39e-01    1.66e-01    3.5e-04
 181000      5.12e+00    5.97e+00      3.30e-03    1.99e-02      2.68e-01    2.52e-01    3.5e-04
 182000      2.47e+00    4.19e+00      4.04e-03    4.56e-03      1.17e-01    2.11e-01    3.5e-04
 183000      4.71e+00    4.37e+00      5.45e-03    1.92e-03      2.43e-01    2.28e-01    3.5e-04
 184000      3.88e+00    5.08e+00      6.70e-03    4.74e-03      1.82e-01    2.64e-01    3.5e-04
 185000      6.17e+00    3.78e+00      1.80e-02    3.05e-03      2.76e-01    1.94e-01    3.5e-04
 186000      2.89e+00    4.96e+00      6.41e-03    2.21e-03      1.23e-01    2.60e-01    3.5e-04
 187000      3.42e+00    4.35e+00      4.46e-03    1.33e-02      1.69e-01    1.35e-01    3.5e-04
 188000      5.06e+00    5.22e+00      1.33e-02    1.26e-02      2.34e-01    2.48e-01    3.5e-04
 189000      4.53e+00    5.02e+00      5.55e-03    3.03e-03      2.25e-01    2.61e-01    3.5e-04
 190000      2.61e+00    4.68e+00      6.35e-03    6.09e-03      1.05e-01    2.31e-01    3.5e-04
 191000      5.62e+00    5.12e+00      1.05e-03    5.63e-04      2.95e-01    2.69e-01    3.5e-04
 192000      5.29e+00    4.76e+00      1.54e-02    7.24e-03      1.78e-01    2.41e-01    3.5e-04
 193000      4.80e+00    5.23e+00      9.82e-03    8.14e-03      2.35e-01    2.64e-01    3.5e-04
 194000      5.40e+00    4.59e+00      8.28e-03    8.49e-03      2.73e-01    2.11e-01    3.5e-04
 195000      3.91e+00    2.81e+00      5.36e-03    4.62e-04      1.92e-01    1.48e-01    3.5e-04
 196000      3.83e+00    5.39e+00      9.03e-03    7.12e-03      1.58e-01    2.75e-01    3.5e-04
 197000      6.07e+00    3.58e+00      1.68e-02    4.78e-03      2.77e-01    1.76e-01    3.5e-04
 198000      5.72e+00    4.46e+00      1.14e-02    4.06e-03      2.81e-01    2.32e-01    3.5e-04
 199000      5.68e+00    5.33e+00      7.89e-03    1.02e-02      2.89e-01    2.64e-01    3.5e-04
 200000      4.60e+00    5.19e+00      7.22e-03    1.76e-02      2.31e-01    2.25e-01    3.2e-04
 201000      4.72e+00    6.79e+00      4.09e-03    2.57e-02      2.59e-01    2.70e-01    3.2e-04
 202000      6.08e+00    5.07e+00      2.13e-02    1.22e-02      2.58e-01    2.13e-01    3.2e-04
 203000      3.98e+00    4.85e+00      2.05e-03    2.92e-03      2.19e-01    2.68e-01    3.2e-04
 204000      4.39e+00    4.32e+00      3.53e-03    2.23e-03      2.39e-01    2.39e-01    3.2e-04
 205000      2.92e+00    6.30e+00      1.90e-03    1.93e-02      1.60e-01    2.89e-01    3.2e-04
 206000      7.01e+00    4.20e+00      2.89e-02    3.66e-03      2.53e-01    2.31e-01    3.2e-04
 207000      6.14e+00    5.25e+00      2.15e-02    1.17e-02      2.60e-01    2.66e-01    3.2e-04
 208000      5.75e+00    5.27e+00      2.12e-02    1.25e-02      2.34e-01    2.64e-01    3.2e-04
 209000      5.22e+00    5.76e+00      3.59e-03    1.45e-02      2.88e-01    2.83e-01    3.2e-04
 210000      6.79e+00    3.49e+00      2.44e-02    3.32e-04      2.82e-01    1.94e-01    3.2e-04
 211000      5.61e+00    2.42e+00      1.50e-02    3.40e-04      2.14e-01    1.35e-01    3.2e-04
 212000      3.44e+00    4.96e+00      8.96e-03    7.74e-03      1.35e-01    2.64e-01    3.2e-04
 213000      4.76e+00    4.88e+00      6.21e-03    8.89e-03      2.57e-01    2.56e-01    3.2e-04
 214000      1.88e+00    5.01e+00      1.37e-04    5.77e-03      1.05e-01    2.72e-01    3.2e-04
 215000      4.48e+00    4.54e+00      9.94e-03    7.45e-03      1.99e-01    2.41e-01    3.2e-04
 216000      5.22e+00    4.85e+00      5.28e-03    5.69e-03      2.85e-01    2.63e-01    3.2e-04
 217000      4.98e+00    5.55e+00      4.47e-03    8.36e-03      2.73e-01    2.97e-01    3.2e-04
 218000      2.52e+00    4.34e+00      3.06e-03    5.85e-03      1.32e-01    2.34e-01    3.2e-04
 219000      3.90e+00    5.34e+00      3.52e-03    1.20e-02      2.10e-01    2.70e-01    3.2e-04
 220000      2.86e+00    4.17e+00      1.38e-03    1.31e-02      1.67e-01    1.18e-01    2.8e-04
 221000      4.95e+00    5.11e+00      1.26e-02    1.16e-02      2.55e-01    2.72e-01    2.8e-04
 222000      5.21e+00    4.69e+00      1.38e-02    6.27e-03      2.65e-01    2.67e-01    2.8e-04
 223000      5.33e+00    5.40e+00      9.92e-03    1.23e-02      2.94e-01    2.87e-01    2.8e-04
 224000      2.75e+00    4.91e+00      5.62e-03    1.48e-02      1.33e-01    2.38e-01    2.8e-04
 225000      2.65e+00    4.74e+00      1.41e-03    1.96e-03      1.54e-01    2.78e-01    2.8e-04
 226000      6.00e+00    3.23e+00      1.78e-02    8.73e-03      2.00e-01    1.25e-01    2.8e-04
 227000      2.34e+00    4.03e+00      4.81e-03    1.19e-02      1.13e-01    1.36e-01    2.8e-04
 228000      5.81e+00    4.84e+00      1.99e-02    1.38e-02      2.60e-01    2.39e-01    2.8e-04
 229000      2.63e+00    4.54e+00      3.57e-03    6.57e-03      1.43e-01    2.57e-01    2.8e-04
 230000      3.77e+00    5.65e+00      4.79e-03    1.95e-02      2.08e-01    2.51e-01    2.8e-04
 231000      5.12e+00    4.62e+00      9.22e-03    3.19e-03      2.83e-01    2.69e-01    2.8e-04
 232000      4.92e+00    4.18e+00      1.19e-02    4.64e-03      2.57e-01    2.40e-01    2.8e-04
 233000      4.32e+00    4.63e+00      1.90e-03    7.67e-03      2.53e-01    2.59e-01    2.8e-04
 234000      5.16e+00    4.83e+00      1.12e-02    9.90e-04      2.41e-01    2.84e-01    2.8e-04
 235000      5.58e+00    1.60e+00      1.55e-02    2.86e-04      2.79e-01    9.41e-02    2.8e-04
 236000      2.65e+00    2.17e+00      3.72e-03    3.37e-03      1.44e-01    1.15e-01    2.8e-04
 237000      2.30e+00    4.63e+00      2.67e-03    7.74e-03      1.28e-01    2.58e-01    2.8e-04
 238000      4.48e+00    4.79e+00      3.14e-03    1.31e-02      2.61e-01    2.41e-01    2.8e-04
 239000      4.63e+00    3.50e+00      2.73e-03    4.66e-03      2.71e-01    1.91e-01    2.8e-04
 240000      2.64e+00    2.63e+00      5.62e-03    6.48e-04      1.31e-01    1.63e-01    2.5e-04
 241000      4.08e+00    5.44e+00      8.93e-03    1.98e-02      2.30e-01    2.40e-01    2.5e-04
 242000      4.62e+00    1.92e+00      6.29e-03    1.90e-03      2.77e-01    1.14e-01    2.5e-04
 243000      2.93e+00    4.90e+00      1.56e-03    1.16e-02      1.80e-01    2.25e-01    2.5e-04
 244000      2.67e+00    4.48e+00      1.92e-03    9.36e-03      1.63e-01    2.55e-01    2.5e-04
 245000      4.58e+00    4.07e+00      8.09e-03    1.56e-03      2.68e-01    2.52e-01    2.5e-04
 246000      7.67e+00    4.30e+00      3.14e-02    7.19e-03      2.90e-01    2.53e-01    2.5e-04
 247000      4.93e+00    3.25e+00      1.49e-02    3.91e-03      2.49e-01    1.90e-01    2.5e-04
 248000      3.93e+00    4.91e+00      3.46e-03    1.36e-02      2.41e-01    1.88e-01    2.5e-04
 249000      4.07e+00    4.64e+00      9.72e-04    1.02e-02      2.53e-01    2.61e-01    2.5e-04
 250000      5.36e+00    8.19e-01      1.72e-02    2.88e-03      1.35e-01    7.39e-05    2.5e-04
 251000      5.79e+00    4.43e+00      1.17e-02    1.24e-02      3.31e-01    2.32e-01    2.5e-04
 252000      4.37e+00    2.36e+00      1.10e-02    2.57e-03      2.37e-01    1.40e-01    2.5e-04
 253000      5.70e+00    4.36e+00      1.91e-02    1.54e-03      2.70e-01    2.70e-01    2.5e-04
 254000      4.58e+00    4.14e+00      6.32e-03    2.96e-03      2.74e-01    2.55e-01    2.5e-04
 255000      3.59e+00    4.18e+00      1.06e-02    7.96e-03      1.21e-01    2.42e-01    2.5e-04
 256000      4.56e+00    2.13e+00      1.13e-02    4.53e-03      2.49e-01    1.05e-01    2.5e-04
 257000      4.18e+00    4.61e+00      8.98e-03    9.61e-03      2.36e-01    2.62e-01    2.5e-04
 258000      1.82e+00    4.93e+00      1.33e-04    1.31e-02      1.13e-01    2.63e-01    2.5e-04
 259000      4.65e+00    4.49e+00      1.46e-02    8.27e-03      1.31e-01    2.61e-01    2.5e-04
 260000      2.94e+00    4.31e+00      6.80e-03    2.51e-03      1.43e-01    2.81e-01    2.2e-04
 261000      3.61e+00    5.84e+00      7.02e-03    2.21e-02      1.96e-01    2.55e-01    2.2e-04
