#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 468000      1.79e+00    2.48e+00      4.53e-03    1.28e-03      1.20e-01    2.75e-01    7.1e-05
 469000      2.90e+00    2.79e+00      7.60e-03    7.10e-03      2.68e-01    2.60e-01    7.1e-05
 470000      2.81e+00    2.51e+00      7.71e-03    4.73e-03      1.55e-01    2.56e-01    7.1e-05
 471000      1.45e+00    3.12e+00      2.50e-04    8.01e-03      1.62e-01    2.91e-01    7.1e-05
 472000      3.76e+00    3.46e+00      1.47e-02    1.12e-02      2.24e-01    2.76e-01    7.1e-05
 473000      1.37e+00    3.82e+00      3.10e-03    1.30e-02      1.08e-01    2.89e-01    7.1e-05
 474000      2.34e+00    1.45e+00      2.34e-03    2.97e-04      2.56e-01    1.62e-01    7.1e-05
 475000      2.27e+00    1.37e+00      2.07e-03    2.42e-03      2.49e-01    1.27e-01    7.1e-05
 476000      2.65e+00    3.72e+00      4.95e-03    1.28e-02      2.70e-01    2.77e-01    7.1e-05
 477000      1.03e+00    2.12e+00      1.02e-03    1.68e-03      1.09e-01    2.33e-01    7.1e-05
 478000      1.02e+00    2.41e+00      1.65e-04    1.00e-03      1.13e-01    2.68e-01    7.1e-05
 479000      1.57e+00    2.16e+00      3.04e-03    3.36e-03      1.39e-01    2.09e-01    7.1e-05
 480000      2.59e+00    2.74e+00      4.30e-03    6.77e-03      2.84e-01    2.71e-01    6.3e-05
 481000      1.25e+00    2.26e+00      2.34e-03    1.09e-03      1.18e-01    2.64e-01    6.3e-05
 482000      3.38e+00    2.76e+00      1.12e-02    7.01e-03      2.78e-01    1.92e-01    6.3e-05
 483000      2.31e+00    1.56e+00      1.33e-03    4.02e-03      2.70e-01    1.06e-01    6.3e-05
 484000      1.99e+00    2.20e+00      5.41e-03    6.98e-04      1.18e-01    2.58e-01    6.3e-05
 485000      3.28e+00    3.32e+00      1.14e-02    8.43e-03      2.54e-01    2.29e-01    6.3e-05
 486000      2.48e+00    3.16e+00      1.35e-03    1.03e-02      2.89e-01    2.63e-01    6.3e-05
 487000      2.41e+00    2.19e+00      1.20e-03    1.39e-03      2.81e-01    2.54e-01    6.3e-05
 488000      3.17e+00    2.27e+00      9.22e-03    2.73e-03      2.90e-01    2.57e-01    6.3e-05
 489000      2.48e+00    2.40e+00      2.96e-03    1.26e-03      2.81e-01    2.81e-01    6.3e-05
 490000      2.28e+00    3.99e+00      2.98e-03    1.09e-02      2.57e-01    2.31e-01    6.3e-05
 491000      2.31e+00    1.46e+00      2.23e-03    2.70e-03      2.66e-01    1.38e-01    6.3e-05
 492000      2.85e+00    2.77e+00      7.42e-03    4.37e-03      2.77e-01    3.06e-01    6.3e-05
 493000      3.76e+00    2.11e+00      1.26e-02    5.42e-03      3.04e-01    1.43e-01    6.3e-05
 494000      2.26e+00    3.82e+00      3.07e-03    1.39e-02      2.54e-01    2.76e-01    6.3e-05
 495000      2.91e+00    4.21e+00      7.62e-03    1.18e-02      2.82e-01    2.26e-01    6.3e-05
 496000      2.42e+00    1.40e+00      1.68e-03    2.02e-03      2.81e-01    1.47e-01    6.3e-05
 497000      2.27e+00    2.59e+00      3.94e-03    5.51e-03      2.47e-01    2.71e-01    6.3e-05
 498000      3.88e+00    3.34e+00      1.46e-02    1.08e-02      2.65e-01    2.80e-01    6.3e-05
 499000      2.87e+00    2.42e+00      8.25e-03    1.88e-03      2.64e-01    2.80e-01    6.3e-05
 500000      3.06e+00    1.22e+00      8.89e-03    1.62e-03      2.93e-01    1.37e-01    5.6e-05
 501000      4.45e+00    2.20e+00      1.31e-02    9.59e-04      1.93e-01    2.70e-01    5.6e-05
 502000      2.55e+00    2.42e+00      4.24e-03    5.35e-03      2.94e-01    2.62e-01    5.6e-05
 503000      1.37e+00    2.39e+00      6.29e-04    1.56e-03      1.68e-01    2.92e-01    5.6e-05
 504000      1.57e+00    1.51e+00      4.01e-03    3.11e-03      1.11e-01    1.40e-01    5.6e-05
 505000      2.02e+00    5.10e+00      6.69e-05    2.21e-02      2.50e-01    2.13e-01    5.6e-05
 506000      4.00e+00    2.42e+00      1.12e-02    3.27e-03      2.19e-01    2.86e-01    5.6e-05
 507000      2.46e+00    2.57e+00      4.89e-03    7.02e-03      2.34e-01    2.55e-01    5.6e-05
 508000      2.32e+00    3.00e+00      2.83e-03    8.66e-03      2.76e-01    2.88e-01    5.6e-05
 509000      5.58e+00    2.11e+00      1.66e-02    3.64e-03      2.15e-01    2.18e-01    5.6e-05
 510000      2.40e+00    2.31e+00      3.79e-03    2.01e-03      2.78e-01    2.80e-01    5.6e-05
 511000      2.60e+00    2.61e+00      5.52e-03    6.80e-03      2.85e-01    2.65e-01    5.6e-05
 512000      3.76e+00    1.30e+00      1.41e-02    3.00e-03      2.70e-01    1.08e-01    5.6e-05
 513000      3.49e+00    1.60e+00      1.30e-02    3.36e-03      2.52e-01    1.47e-01    5.6e-05
 514000      2.38e+00    3.30e+00      5.12e-03    1.18e-02      2.59e-01    2.58e-01    5.6e-05
 515000      2.48e+00    2.80e+00      4.58e-03    7.57e-03      2.80e-01    2.80e-01    5.6e-05
 516000      2.19e+00    2.83e+00      2.70e-03    9.05e-03      2.60e-01    2.52e-01    5.6e-05
 517000      1.32e+00    1.59e+00      8.63e-04    1.01e-03      1.59e-01    1.92e-01    5.6e-05
 518000      2.63e+00    2.38e+00      1.66e-03    5.22e-03      3.21e-01    2.58e-01    5.6e-05
 519000      2.72e+00    2.42e+00      8.21e-03    5.82e-04      2.54e-01    2.98e-01    5.6e-05
 520000      1.99e+00    2.13e+00      5.73e-03    4.71e-03      9.96e-02    1.95e-01    5.0e-05
 521000      2.10e+00    2.14e+00      3.26e-03    4.13e-03      2.56e-01    2.52e-01    5.0e-05
 522000      2.35e+00    2.02e+00      6.16e-03    2.83e-03      2.50e-01    2.49e-01    5.0e-05
 523000      2.50e+00    3.23e+00      7.06e-03    1.13e-02      1.37e-01    2.71e-01    5.0e-05
 524000      1.64e+00    2.32e+00      4.22e-03    3.19e-03      1.21e-01    2.86e-01    5.0e-05
 525000      2.34e+00    2.39e+00      4.11e-03    4.12e-03      2.80e-01    2.87e-01    5.0e-05
 526000      1.64e+00    2.44e+00      5.38e-04    4.04e-03      2.12e-01    2.94e-01    5.0e-05
 527000      1.35e+00    1.06e+00      3.26e-03    1.86e-03      1.12e-01    1.14e-01    5.0e-05
 528000      3.28e+00    1.44e+00      1.08e-02    3.21e-03      2.95e-01    1.30e-01    5.0e-05
 529000      1.10e+00    2.34e+00      2.05e-03    2.37e-03      1.15e-01    2.95e-01    5.0e-05
 530000      2.87e+00    1.50e+00      9.46e-03    3.02e-03      2.59e-01    1.49e-01    5.0e-05
 531000      1.51e+00    1.29e+00      3.67e-03    2.60e-03      1.24e-01    1.28e-01    5.0e-05
 532000      2.16e+00    1.88e+00      2.71e-03    2.45e-03      2.68e-01    2.33e-01    5.0e-05
 533000      2.22e+00    1.55e+00      4.06e-04    2.78e-03      2.87e-01    1.65e-01    5.0e-05
 534000      1.34e+00    1.50e+00      9.05e-04    3.32e-03      1.70e-01    1.36e-01    5.0e-05
 535000      1.30e+00    3.14e+00      6.89e-04    1.06e-02      1.66e-01    2.77e-01    5.0e-05
 536000      2.28e+00    1.35e+00      6.53e-03    2.56e-03      1.18e-01    1.38e-01    5.0e-05
 537000      2.19e+00    3.41e+00      4.84e-03    1.26e-02      2.49e-01    2.62e-01    5.0e-05
 538000      1.85e+00    3.43e+00      5.10e-03    9.47e-03      1.12e-01    2.08e-01    5.0e-05
 539000      2.90e+00    1.62e+00      8.08e-03    1.56e-03      2.99e-01    2.00e-01    5.0e-05
 540000      1.59e+00    2.13e+00      2.16e-03    1.17e-03      1.94e-01    2.86e-01    4.5e-05
 541000      3.01e+00    2.37e+00      1.04e-02    3.72e-03      2.69e-01    3.02e-01    4.5e-05
 542000      3.01e+00    1.90e+00      1.11e-02    3.59e-03      2.42e-01    2.34e-01    4.5e-05
 543000      2.14e+00    3.11e+00      2.67e-03    1.05e-02      2.80e-01    2.84e-01    4.5e-05
 544000      3.52e+00    2.23e+00      1.06e-02    4.49e-03      1.22e-01    2.73e-01    4.5e-05
 545000      2.30e+00    2.09e+00      3.35e-03    3.99e-03      2.96e-01    2.58e-01    4.5e-05
 546000      4.65e+00    2.33e+00      1.91e-02    3.63e-03      2.79e-01    2.97e-01    4.5e-05
 547000      2.82e+00    4.26e+00      8.63e-03    1.74e-02      2.85e-01    2.57e-01    4.5e-05
 548000      3.83e+00    9.12e-01      1.48e-02    4.96e-04      2.80e-01    1.22e-01    4.5e-05
 549000      1.93e+00    1.55e+00      9.42e-04    4.18e-03      2.60e-01    1.04e-01    4.5e-05
 550000      3.44e+00    2.14e+00      1.26e-02    2.99e-03      2.78e-01    2.76e-01    4.5e-05
 551000      3.05e+00    2.00e+00      9.95e-03    1.24e-03      2.91e-01    2.69e-01    4.5e-05
 552000      3.92e+00    3.38e+00      1.55e-02    1.19e-02      2.70e-01    2.93e-01    4.5e-05
 553000      1.46e+00    2.98e+00      2.80e-04    1.03e-02      1.98e-01    2.66e-01    4.5e-05
 554000      4.20e+00    1.63e+00      1.67e-02    4.31e-03      2.83e-01    1.18e-01    4.5e-05
 555000      1.80e+00    2.59e+00      3.47e-03    5.79e-03      1.91e-01    3.07e-01    4.5e-05
 556000      2.08e+00    1.14e+00      3.20e-03    4.48e-04      2.67e-01    1.53e-01    4.5e-05
 557000      1.85e+00    2.68e+00      5.44e-04    7.67e-03      2.50e-01    2.85e-01    4.5e-05
 558000      2.43e+00    3.81e+00      6.71e-03    1.44e-02      2.63e-01    2.92e-01    4.5e-05
 559000      1.53e+00    2.13e+00      5.26e-04    5.27e-03      2.07e-01    1.76e-01    4.5e-05
 560000      2.96e+00    2.38e+00      8.17e-03    6.06e-03      1.92e-01    2.82e-01    4.0e-05
 561000      1.04e+00    4.27e+00      2.01e-03    1.76e-02      1.15e-01    2.62e-01    4.0e-05
 562000      1.97e+00    2.16e+00      7.67e-04    3.62e-03      2.79e-01    2.86e-01    4.0e-05
 563000      1.20e+00    1.40e+00      2.43e-03    2.84e-03      1.29e-01    1.51e-01    4.0e-05
 564000      1.08e+00    2.06e+00      2.22e-03    3.67e-03      1.15e-01    2.71e-01    4.0e-05
 565000      9.29e-01    2.42e+00      1.38e-03    5.49e-03      1.16e-01    2.99e-01    4.0e-05
 566000      2.44e+00    1.99e+00      6.32e-03    5.17e-03      2.85e-01    2.32e-01    4.0e-05
 567000      1.97e+00    2.87e+00      1.58e-03    8.02e-03      2.75e-01    3.23e-01    4.0e-05
 568000      1.93e+00    2.09e+00      3.42e-03    5.69e-03      2.25e-01    1.42e-01    4.0e-05
 569000      2.48e+00    1.86e+00      6.94e-03    5.42e-04      1.52e-01    2.65e-01    4.0e-05
 570000      1.69e+00    2.04e+00      4.56e-03    4.27e-04      1.19e-01    2.90e-01    4.0e-05
 571000      1.76e+00    2.93e+00      2.74e-04    1.06e-02      2.50e-01    2.56e-01    4.0e-05
 572000      2.17e+00    2.70e+00      1.89e-03    7.96e-03      3.03e-01    2.93e-01    4.0e-05
 573000      4.76e+00    3.26e+00      1.99e-02    1.18e-02      2.70e-01    2.84e-01    4.0e-05
 574000      2.74e+00    2.07e+00      8.60e-03    1.19e-03      2.83e-01    2.92e-01    4.0e-05
 575000      2.51e+00    2.22e+00      7.49e-03    5.44e-03      2.71e-01    2.66e-01    4.0e-05
 576000      1.16e+00    1.76e+00      2.67e-03    4.34e-03      1.12e-01    1.52e-01    4.0e-05
 577000      2.25e+00    2.82e+00      5.74e-03    8.42e-03      2.66e-01    3.03e-01    4.0e-05
 578000      1.89e+00    3.11e+00      4.77e-03    1.18e-02      1.57e-01    2.45e-01    4.0e-05
 579000      3.95e+00    9.97e-01      1.57e-02    2.03e-03      2.79e-01    1.07e-01    4.0e-05
 580000      3.11e+00    6.71e-01      1.15e-02    3.47e-05      2.70e-01    9.99e-02    3.5e-05
 581000      1.83e+00    2.05e+00      6.86e-04    4.81e-03      2.72e-01    2.62e-01    3.5e-05
 582000      1.58e+00    3.03e+00      4.35e-03    9.56e-03      1.08e-01    3.26e-01    3.5e-05
 583000      2.36e+00    3.66e+00      7.05e-03    1.44e-02      2.64e-01    2.73e-01    3.5e-05
 584000      2.44e+00    1.97e+00      5.89e-03    5.14e-03      2.28e-01    1.59e-01    3.5e-05
 585000      2.40e+00    3.98e+00      7.66e-03    1.59e-02      2.56e-01    2.84e-01    3.5e-05
 586000      2.02e+00    1.93e+00      5.65e-03    4.35e-03      1.29e-01    1.96e-01    3.5e-05
 587000      1.35e+00    2.68e+00      1.06e-03    7.30e-03      1.95e-01    1.91e-01    3.5e-05
 588000      1.96e+00    1.13e+00      3.56e-03    2.48e-03      2.67e-01    1.19e-01    3.5e-05
 589000      1.35e+00    1.47e+00      1.45e-03    1.15e-03      1.89e-01    2.12e-01    3.5e-05
 590000      3.40e+00    1.27e+00      1.23e-02    3.27e-03      3.07e-01    1.06e-01    3.5e-05
 591000      2.49e+00    1.84e+00      6.50e-03    1.79e-05      3.03e-01    2.75e-01    3.5e-05
 592000      2.03e+00    2.24e+00      2.53e-03    6.52e-03      2.91e-01    2.57e-01    3.5e-05
 593000      2.37e+00    3.67e+00      6.92e-03    1.41e-02      2.70e-01    2.92e-01    3.5e-05
 594000      2.14e+00    3.54e+00      5.25e-03    1.37e-02      2.68e-01    2.78e-01    3.5e-05
 595000      9.93e-01    1.90e+00      7.47e-05    2.02e-03      1.48e-01    2.75e-01    3.5e-05
 596000      3.16e+00    2.76e+00      8.51e-03    7.00e-03      2.33e-01    2.36e-01    3.5e-05
 597000      2.89e+00    1.90e+00      1.06e-02    3.26e-03      2.53e-01    2.62e-01    3.5e-05
 598000      1.96e+00    2.46e+00      5.57e-03    7.62e-03      1.15e-01    2.69e-01    3.5e-05
 599000      2.14e+00    1.67e+00      6.09e-03    3.84e-03      1.26e-01    1.66e-01    3.5e-05
 600000      2.89e+00    1.80e+00      9.71e-03    8.82e-04      3.04e-01    2.78e-01    3.2e-05
 601000      2.43e+00    2.43e+00      8.26e-03    8.02e-03      2.51e-01    2.60e-01    3.2e-05
 602000      1.54e+00    2.97e+00      4.16e-03    1.08e-02      1.15e-01    2.78e-01    3.2e-05
 603000      1.95e+00    2.45e+00      5.22e-03    7.68e-03      1.53e-01    2.76e-01    3.2e-05
 604000      2.42e+00    2.12e+00      7.50e-03    4.35e-03      2.75e-01    2.95e-01    3.2e-05
 605000      3.38e+00    1.67e+00      1.28e-02    4.43e-03      2.94e-01    1.35e-01    3.2e-05
 606000      1.88e+00    1.70e+00      2.79e-03    1.92e-03      2.76e-01    2.56e-01    3.2e-05
 607000      1.87e+00    3.13e+00      1.56e-04    1.22e-02      2.92e-01    2.49e-01    3.2e-05
 608000      2.75e+00    9.00e-01      8.16e-03    4.26e-04      1.23e-01    1.38e-01    3.2e-05
 609000      1.92e+00    2.53e+00      5.26e-03    8.42e-03      2.38e-01    2.69e-01    3.2e-05
 610000      2.06e+00    3.73e+00      4.82e-03    1.48e-02      2.10e-01    2.85e-01    3.2e-05
 611000      1.74e+00    3.13e+00      4.79e-03    1.17e-02      1.24e-01    2.78e-01    3.2e-05
 612000      7.38e-01    2.07e+00      7.33e-04    4.91e-03      1.09e-01    2.74e-01    3.2e-05
 613000      2.28e+00    1.81e+00      6.30e-03    2.82e-04      1.60e-01    2.82e-01    3.2e-05
 614000      1.41e+00    1.94e+00      2.08e-03    2.86e-03      1.93e-01    2.86e-01    3.2e-05
 615000      1.84e+00    3.24e+00      1.03e-03    1.22e-02      2.84e-01    2.81e-01    3.2e-05
 616000      2.04e+00    1.87e+00      5.46e-03    3.63e-03      2.56e-01    2.62e-01    3.2e-05
 617000      2.09e+00    1.10e+00      5.56e-03    9.21e-04      1.66e-01    1.65e-01    3.2e-05
 618000      2.28e+00    2.61e+00      7.39e-03    7.30e-03      2.48e-01    1.75e-01    3.2e-05
 619000      2.58e+00    1.91e+00      8.92e-03    2.15e-03      2.60e-01    2.88e-01    3.2e-05
 620000      3.12e+00    6.88e-01      1.20e-02    6.15e-04      2.69e-01    1.07e-01    2.8e-05
 621000      2.17e+00    1.15e+00      5.82e-03    2.00e-03      2.85e-01    1.55e-01    2.8e-05
 622000      2.42e+00    1.16e+00      8.01e-03    2.67e-03      2.69e-01    1.26e-01    2.8e-05
 623000      1.97e+00    3.33e+00      4.78e-03    1.30e-02      2.71e-01    2.72e-01    2.8e-05
 624000      5.41e+00    2.28e+00      2.35e-02    7.09e-03      2.49e-01    2.69e-01    2.8e-05
 625000      5.31e+00    1.63e+00      2.26e-02    1.42e-03      2.98e-01    2.60e-01    2.8e-05
 626000      2.20e+00    2.45e+00      5.32e-03    8.68e-03      2.22e-01    2.49e-01    2.8e-05
 627000      1.55e+00    1.19e+00      4.27e-03    1.52e-03      1.12e-01    1.76e-01    2.8e-05
 628000      2.59e+00    1.84e+00      8.86e-03    3.99e-03      2.77e-01    2.62e-01    2.8e-05
 629000      1.55e+00    1.10e+00      1.92e-03    6.59e-04      2.43e-01    1.74e-01    2.8e-05
 630000      1.99e+00    2.53e+00      4.15e-03    6.51e-03      2.86e-01    2.26e-01    2.8e-05
 631000      1.04e+00    2.00e+00      3.21e-03    4.65e-03      1.38e-14    2.78e-01    2.8e-05
 632000      1.27e+00    2.99e+00      3.06e-03    1.13e-02      1.30e-01    2.70e-01    2.8e-05
 633000      3.64e+00    1.79e+00      1.44e-02    1.40e-03      2.86e-01    2.87e-01    2.8e-05
 634000      1.88e+00    1.46e+00      2.68e-03    3.03e-03      2.91e-01    1.74e-01    2.8e-05
 635000      5.16e+00    1.90e+00      1.54e-02    1.37e-03      2.06e-01    3.04e-01    2.8e-05
 636000      1.84e+00    1.06e+00      1.24e-03    2.04e-03      2.95e-01    1.34e-01    2.8e-05
 637000      1.98e+00    2.37e+00      4.85e-03    7.34e-03      2.70e-01    2.81e-01    2.8e-05
 638000      1.05e+00    1.68e+00      2.45e-03    2.66e-03      1.11e-01    2.56e-01    2.8e-05
 639000      2.41e+00    1.69e+00      8.08e-03    1.88e-03      2.64e-01    2.66e-01    2.8e-05
 640000      3.30e+00    8.84e-01      1.30e-02    1.33e-03      2.72e-01    1.31e-01    2.5e-05
 641000      2.10e+00    2.66e+00      6.00e-03    9.72e-03      2.76e-01    2.68e-01    2.5e-05
 642000      4.00e+00    2.41e+00      1.67e-02    8.09e-03      2.63e-01    2.75e-01    2.5e-05
 643000      7.71e-01    1.54e+00      9.92e-04    1.91e-03      1.19e-01    2.40e-01    2.5e-05
 644000      8.28e-01    1.58e+00      7.10e-04    1.07e-03      1.35e-01    2.64e-01    2.5e-05
 645000      1.78e+00    1.77e+00      2.19e-03    3.82e-03      2.90e-01    2.64e-01    2.5e-05
 646000      9.85e-01    2.30e+00      3.89e-04    7.95e-03      1.65e-01    2.51e-01    2.5e-05
 647000      1.67e+00    1.80e+00      2.52e-03    4.68e-03      2.66e-01    2.49e-01    2.5e-05
 648000      3.36e+00    2.22e+00      9.69e-03    7.25e-03      1.99e-01    2.60e-01    2.5e-05
 649000      5.20e+00    1.54e+00      2.22e-02    2.74e-03      2.96e-01    2.13e-01    2.5e-05
 650000      3.50e+00    1.56e+00      1.39e-02    2.78e-03      2.80e-01    2.43e-01    2.5e-05
 651000      3.54e+00    2.11e+00      1.38e-02    5.06e-03      3.06e-01    3.04e-01    2.5e-05
 652000      1.85e+00    2.09e+00      4.24e-03    5.90e-03      2.70e-01    2.76e-01    2.5e-05
 653000      2.02e+00    1.97e+00      5.83e-03    4.31e-03      1.21e-01    2.92e-01    2.5e-05
 654000      1.99e+00    1.19e+00      4.21e-03    9.49e-04      2.98e-01    1.94e-01    2.5e-05
 655000      1.43e+00    1.63e+00      1.70e-03    1.19e-03      2.24e-01    2.72e-01    2.5e-05
 656000      1.63e+00    2.51e+00      1.16e-03    6.89e-03      2.72e-01    1.92e-01    2.5e-05
 657000      3.07e+00    3.71e+00      8.54e-03    1.51e-02      2.23e-01    2.79e-01    2.5e-05
 658000      1.89e+00    4.93e+00      5.51e-03    1.45e-02      1.01e-01    2.46e-01    2.5e-05
 659000      2.64e+00    2.29e+00      9.42e-03    6.33e-03      2.74e-01    3.07e-01    2.5e-05
 660000      3.16e+00    1.22e+00      1.30e-02    7.82e-04      2.33e-01    2.10e-01    2.2e-05
 661000      2.31e+00    2.70e+00      6.65e-03    9.99e-03      1.41e-01    2.72e-01    2.2e-05
 662000      2.09e+00    2.42e+00      6.41e-03    6.05e-03      2.72e-01    2.47e-01    2.2e-05
 663000      2.35e+00    2.45e+00      7.41e-03    6.30e-03      2.98e-01    2.36e-01    2.2e-05
 664000      1.83e+00    2.04e+00      3.80e-03    5.68e-03      2.87e-01    1.55e-01    2.2e-05
 665000      4.03e+00    1.57e+00      1.68e-02    2.08e-03      2.76e-01    2.65e-01    2.2e-05
 666000      2.11e+00    1.93e+00      6.79e-03    4.91e-03      2.61e-01    2.81e-01    2.2e-05
 667000      4.03e+00    1.96e+00      1.68e-02    5.87e-03      2.73e-01    2.60e-01    2.2e-05
 668000      1.47e+00    3.41e+00      4.00e-03    1.36e-02      1.23e-01    2.81e-01    2.2e-05
 669000      1.81e+00    2.99e+00      4.41e-03    1.14e-02      2.69e-01    2.84e-01    2.2e-05
 670000      2.53e+00    1.90e+00      7.38e-03    4.38e-03      1.43e-01    2.89e-01    2.2e-05
 671000      1.98e+00    4.02e+00      4.78e-03    1.70e-02      2.95e-01    2.57e-01    2.2e-05
 672000      4.74e+00    1.75e+00      1.42e-02    4.12e-03      1.89e-01    2.63e-01    2.2e-05
 673000      2.86e+00    9.81e-01      1.13e-02    8.93e-04      2.43e-01    1.65e-01    2.2e-05
 674000      2.45e+00    1.76e+00      8.25e-03    4.73e-03      2.89e-01    1.52e-01    2.2e-05
 675000      2.75e+00    1.88e+00      1.02e-02    5.10e-03      2.77e-01    2.65e-01    2.2e-05
 676000      1.85e+00    1.56e+00      5.14e-03    1.24e-03      1.39e-01    2.70e-01    2.2e-05
 677000      2.43e+00    1.54e+00      8.32e-03    2.13e-03      2.79e-01    2.58e-01    2.2e-05
 678000      3.08e+00    1.91e+00      1.20e-02    4.53e-03      2.75e-01    2.87e-01    2.2e-05
 679000      3.14e+00    1.84e+00      1.27e-02    5.43e-03      2.51e-01    2.45e-01    2.2e-05
 680000      2.69e+00    3.89e+00      1.00e-02    1.63e-02      2.79e-01    2.72e-01    2.0e-05
 681000      1.93e+00    1.49e+00      4.80e-03    1.86e-03      2.96e-01    2.62e-01    2.0e-05
 682000      1.59e+00    2.11e+00      2.79e-03    5.67e-03      2.69e-01    3.11e-01    2.0e-05
 683000      1.83e+00    7.63e-01      4.51e-03    2.07e-04      2.02e-01    1.39e-01    2.0e-05
 684000      4.19e+00    2.19e+00      1.23e-02    6.94e-03      2.24e-01    2.87e-01    2.0e-05
 685000      4.20e+00    1.45e+00      1.73e-02    1.51e-03      3.18e-01    2.58e-01    2.0e-05
 686000      7.64e-01    2.04e+00      7.07e-04    6.36e-03      1.34e-01    2.71e-01    2.0e-05
 687000      8.02e-01    1.70e+00      1.61e-03    2.89e-03      1.11e-01    2.88e-01    2.0e-05
 688000      1.39e+00    2.97e+00      3.81e-03    1.17e-02      1.17e-01    2.69e-01    2.0e-05
 689000      1.65e+00    2.45e+00      3.45e-03    8.77e-03      2.67e-01    2.73e-01    2.0e-05
 690000      2.75e+00    1.52e+00      1.01e-02    1.18e-03      2.93e-01    2.75e-01    2.0e-05
 691000      2.11e+00    7.14e-01      6.07e-03    8.28e-04      1.35e-01    1.21e-01    2.0e-05
 692000      1.71e+00    1.54e+00      2.15e-03    3.94e-03      3.01e-01    1.55e-01    2.0e-05
 693000      1.90e+00    1.48e+00      4.21e-03    7.78e-04      2.43e-01    2.69e-01    2.0e-05
 694000      1.49e+00    2.35e+00      8.63e-05    8.86e-03      2.74e-01    2.39e-01    2.0e-05
 695000      1.52e+00    1.84e+00      4.15e-03    4.83e-03      1.29e-01    2.75e-01    2.0e-05
 696000      1.87e+00    1.43e+00      5.37e-03    1.74e-03      1.22e-01    2.52e-01    2.0e-05
 697000      1.43e+00    1.55e+00      3.22e-03    1.58e-03      1.79e-01    2.69e-01    2.0e-05
 698000      8.64e-01    3.86e+00      1.76e-03    1.64e-02      1.18e-01    2.40e-01    2.0e-05
 699000      1.30e+00    2.30e+00      2.23e-03    7.67e-03      1.98e-01    2.84e-01    2.0e-05
 700000      1.48e+00    1.84e+00      4.47e-04    4.78e-03      2.81e-01    1.86e-01    1.8e-05
 701000      9.79e-01    1.41e+00      8.76e-04    1.11e-03      1.78e-01    2.64e-01    1.8e-05
 702000      2.09e+00    1.41e+00      7.15e-03    2.88e-03      2.60e-01    2.39e-01    1.8e-05
 703000      2.38e+00    1.39e+00      8.89e-03    3.65e-03      2.52e-01    1.36e-01    1.8e-05
 704000      2.13e+00    2.88e+00      7.02e-03    1.13e-02      2.78e-01    2.73e-01    1.8e-05
 705000      8.89e-01    1.56e+00      1.88e-03    1.18e-03      1.23e-01    2.93e-01    1.8e-05
 706000      1.44e+00    1.60e+00      1.71e-03    1.30e-03      2.63e-01    2.99e-01    1.8e-05
 707000      5.08e+00    1.43e+00      2.18e-02    1.11e-03      2.97e-01    2.69e-01    1.8e-05
 708000      2.27e+00    3.27e+00      7.24e-03    1.31e-02      3.06e-01    2.88e-01    1.8e-05
 709000      2.31e+00    8.11e-01      7.83e-03    1.06e-03      2.89e-01    1.40e-01    1.8e-05
 710000      2.21e+00    1.74e+00      7.33e-03    4.19e-03      2.85e-01    2.79e-01    1.8e-05
 711000      1.20e+00    1.30e+00      1.35e-03    5.08e-04      2.12e-01    2.46e-01    1.8e-05
 712000      1.59e+00    2.37e+00      2.40e-03    8.63e-03      2.86e-01    2.66e-01    1.8e-05
 713000      2.10e+00    7.68e-01      7.32e-03    1.72e-05      2.55e-01    1.46e-01    1.8e-05
 714000      1.20e+00    2.04e+00      3.04e-03    6.79e-03      1.29e-01    2.62e-01    1.8e-05
 715000      2.63e+00    5.98e-01      9.42e-03    1.56e-04      3.04e-01    1.13e-01    1.8e-05
 716000      1.61e+00    1.67e+00      2.57e-03    4.03e-03      2.87e-01    1.96e-01    1.8e-05
 717000      2.02e+00    1.71e+00      4.82e-03    4.79e-03      2.41e-01    1.35e-01    1.8e-05
 718000      4.02e+00    1.53e+00      1.65e-02    2.42e-04      3.13e-01    2.90e-01    1.8e-05
 719000      1.90e+00    1.62e+00      5.53e-03    4.09e-03      1.15e-01    1.77e-01    1.8e-05
 720000      9.76e-01    5.32e-01      4.67e-04    1.20e-04      1.90e-01    1.05e-01    1.6e-05
 721000      2.67e+00    1.62e+00      9.82e-03    2.33e-03      3.04e-01    3.03e-01    1.6e-05
 722000      1.97e+00    2.21e+00      6.34e-03    5.78e-03      2.73e-01    2.28e-01    1.6e-05
 723000      1.79e+00    1.35e+00      5.13e-03    2.61e-04      1.28e-01    2.66e-01    1.6e-05
 724000      1.67e+00    1.67e+00      3.73e-03    4.19e-03      2.85e-01    2.74e-01    1.6e-05
 725000      1.08e+00    1.46e+00      1.21e-03    2.46e-03      1.98e-01    2.67e-01    1.6e-05
 726000      1.04e+00    2.53e+00      1.24e-03    9.08e-03      1.90e-01    3.01e-01    1.6e-05
 727000      2.09e+00    1.69e+00      6.46e-03    2.99e-03      3.01e-01    3.06e-01    1.6e-05
 728000      2.40e+00    1.30e+00      6.82e-03    2.04e-03      1.78e-01    2.40e-01    1.6e-05
 729000      4.08e+00    2.70e+00      1.23e-02    1.09e-02      1.41e-01    2.42e-01    1.6e-05
 730000      6.19e-01    1.53e+00      6.58e-04    3.68e-03      1.15e-01    2.55e-01    1.6e-05
