#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 471000      1.45e+00    3.61e+00      1.26e-03    1.11e-02      1.56e-01    3.03e-01    7.1e-05
 472000      4.12e+00    3.41e+00      1.63e-02    1.08e-02      2.39e-01    2.79e-01    7.1e-05
 473000      1.68e+00    3.74e+00      4.43e-03    1.21e-02      1.03e-01    2.99e-01    7.1e-05
 474000      2.34e+00    1.66e+00      2.07e-03    1.88e-03      2.57e-01    1.73e-01    7.1e-05
 475000      2.40e+00    1.24e+00      2.82e-03    1.67e-03      2.60e-01    1.26e-01    7.1e-05
 476000      2.59e+00    4.01e+00      4.11e-03    1.41e-02      2.72e-01    2.93e-01    7.1e-05
 477000      8.89e-01    2.18e+00      3.33e-04    2.11e-03      9.86e-02    2.38e-01    7.1e-05
 478000      1.35e+00    2.55e+00      2.91e-03    2.31e-03      1.10e-01    2.79e-01    7.1e-05
 479000      2.04e+00    2.15e+00      5.24e-03    2.96e-03      1.33e-01    2.16e-01    7.1e-05
 480000      2.96e+00    2.95e+00      6.33e-03    8.27e-03      3.08e-01    2.75e-01    6.3e-05
 481000      1.51e+00    2.32e+00      3.68e-03    9.50e-04      1.11e-01    2.72e-01    6.3e-05
 482000      3.20e+00    2.70e+00      9.86e-03    6.65e-03      2.81e-01    1.97e-01    6.3e-05
 483000      2.29e+00    1.36e+00      8.41e-04    3.31e-03      2.68e-01    1.01e-01    6.3e-05
 484000      2.71e+00    2.25e+00      7.94e-03    1.79e-04      1.14e-01    2.64e-01    6.3e-05
 485000      3.66e+00    3.85e+00      1.33e-02    1.01e-02      2.66e-01    2.47e-01    6.3e-05
 486000      2.57e+00    3.55e+00      1.02e-04    1.27e-02      3.02e-01    2.65e-01    6.3e-05
 487000      2.46e+00    2.32e+00      4.05e-04    1.67e-03      2.89e-01    2.70e-01    6.3e-05
 488000      3.18e+00    2.32e+00      8.79e-03    2.26e-03      2.99e-01    2.66e-01    6.3e-05
 489000      2.50e+00    2.57e+00      6.77e-04    3.10e-04      2.94e-01    3.02e-01    6.3e-05
 490000      2.44e+00    3.79e+00      3.75e-03    9.88e-03      2.70e-01    2.49e-01    6.3e-05
 491000      2.40e+00    1.69e+00      1.62e-03    3.80e-03      2.79e-01    1.38e-01    6.3e-05
 492000      2.65e+00    3.04e+00      6.00e-03    6.48e-03      2.72e-01    3.17e-01    6.3e-05
 493000      3.59e+00    2.06e+00      1.11e-02    5.25e-03      3.14e-01    1.41e-01    6.3e-05
 494000      2.46e+00    4.04e+00      4.36e-03    1.46e-02      2.67e-01    2.95e-01    6.3e-05
 495000      2.51e+00    4.58e+00      1.97e-03    1.29e-02      2.91e-01    2.37e-01    6.3e-05
 496000      2.48e+00    1.28e+00      2.78e-05    9.66e-04      2.91e-01    1.46e-01    6.3e-05
 497000      2.23e+00    2.82e+00      2.69e-03    6.58e-03      2.53e-01    2.86e-01    6.3e-05
 498000      3.64e+00    3.45e+00      1.29e-02    1.08e-02      2.74e-01    2.97e-01    6.3e-05
 499000      2.59e+00    2.55e+00      5.14e-03    3.80e-03      2.74e-01    2.84e-01    6.3e-05
 500000      3.15e+00    1.08e+00      9.34e-03    4.66e-04      2.97e-01    1.32e-01    5.6e-05
 501000      4.95e+00    2.28e+00      1.47e-02    8.14e-04      1.95e-01    2.81e-01    5.6e-05
 502000      2.52e+00    2.52e+00      2.31e-03    6.22e-03      3.05e-01    2.63e-01    5.6e-05
 503000      1.35e+00    2.65e+00      4.54e-04    5.05e-03      1.66e-01    2.97e-01    5.6e-05
 504000      2.19e+00    1.57e+00      6.25e-03    3.25e-03      1.10e-01    1.46e-01    5.6e-05
 505000      2.07e+00    5.12e+00      1.65e-03    2.20e-02      2.52e-01    2.28e-01    5.6e-05
 506000      4.71e+00    2.44e+00      1.35e-02    1.32e-03      2.30e-01    2.99e-01    5.6e-05
 507000      2.27e+00    2.79e+00      3.06e-03    8.08e-03      2.53e-01    2.68e-01    5.6e-05
 508000      2.42e+00    2.91e+00      3.92e-03    7.84e-03      2.79e-01    2.92e-01    5.6e-05
 509000      6.38e+00    1.89e+00      1.92e-02    1.85e-03      2.21e-01    2.22e-01    5.6e-05
 510000      2.45e+00    2.51e+00      3.45e-03    3.50e-03      2.88e-01    2.95e-01    5.6e-05
 511000      2.56e+00    2.49e+00      4.01e-03    5.39e-03      2.97e-01    2.72e-01    5.6e-05
 512000      3.86e+00    1.65e+00      1.45e-02    4.39e-03      2.78e-01    1.08e-01    5.6e-05
 513000      3.41e+00    1.20e+00      1.26e-02    5.57e-04      2.49e-01    1.46e-01    5.6e-05
 514000      2.70e+00    3.21e+00      7.49e-03    1.09e-02      2.66e-01    2.68e-01    5.6e-05
 515000      2.42e+00    3.74e+00      1.83e-03    1.35e-02      2.94e-01    2.86e-01    5.6e-05
 516000      2.24e+00    2.59e+00      1.83e-03    6.99e-03      2.72e-01    2.59e-01    5.6e-05
 517000      1.61e+00    1.75e+00      2.98e-03    2.13e-03      1.60e-01    1.99e-01    5.6e-05
 518000      2.69e+00    2.37e+00      2.73e-03    1.86e-03      3.24e-01    2.88e-01    5.6e-05
 519000      2.42e+00    2.50e+00      6.20e-03    1.24e-03      2.48e-01    3.07e-01    5.6e-05
 520000      1.78e+00    1.96e+00      5.05e-03    3.68e-03      9.64e-02    2.02e-01    5.0e-05
 521000      2.19e+00    2.09e+00      4.20e-03    2.87e-03      2.58e-01    2.59e-01    5.0e-05
 522000      2.58e+00    2.11e+00      7.31e-03    3.48e-03      2.63e-01    2.56e-01    5.0e-05
 523000      2.58e+00    3.16e+00      7.33e-03    9.98e-03      1.39e-01    2.97e-01    5.0e-05
 524000      2.28e+00    2.45e+00      6.53e-03    3.95e-03      1.17e-01    2.97e-01    5.0e-05
 525000      2.33e+00    2.56e+00      2.32e-03    5.22e-03      2.95e-01    2.98e-01    5.0e-05
 526000      1.92e+00    2.71e+00      2.90e-03    6.61e-03      2.18e-01    2.97e-01    5.0e-05
 527000      1.63e+00    1.08e+00      4.35e-03    1.95e-03      1.09e-01    1.14e-01    5.0e-05
 528000      3.60e+00    1.67e+00      1.27e-02    4.14e-03      2.99e-01    1.31e-01    5.0e-05
 529000      8.70e-01    2.52e+00      2.70e-04    4.74e-03      1.12e-01    2.98e-01    5.0e-05
 530000      2.89e+00    1.85e+00      9.57e-03    4.42e-03      2.59e-01    1.54e-01    5.0e-05
 531000      1.63e+00    1.24e+00      4.22e-03    2.35e-03      1.17e-01    1.28e-01    5.0e-05
 532000      2.29e+00    1.86e+00      2.93e-03    2.17e-04      2.85e-01    2.40e-01    5.0e-05
 533000      2.32e+00    1.65e+00      9.18e-04    3.25e-03      2.99e-01    1.66e-01    5.0e-05
 534000      1.41e+00    1.56e+00      1.43e-03    3.60e-03      1.73e-01    1.36e-01    5.0e-05
 535000      1.33e+00    3.13e+00      1.24e-03    9.96e-03      1.65e-01    2.92e-01    5.0e-05
 536000      2.73e+00    1.16e+00      8.07e-03    1.40e-03      1.13e-01    1.38e-01    5.0e-05
 537000      2.09e+00    3.79e+00      3.54e-03    1.46e-02      2.52e-01    2.67e-01    5.0e-05
 538000      1.98e+00    3.95e+00      5.62e-03    1.11e-02      1.07e-01    2.19e-01    5.0e-05
 539000      2.75e+00    1.68e+00      6.99e-03    1.82e-03      2.97e-01    2.05e-01    5.0e-05
 540000      1.80e+00    2.19e+00      3.11e-03    1.91e-03      2.03e-01    2.91e-01    4.5e-05
 541000      3.32e+00    2.42e+00      1.21e-02    5.61e-04      2.73e-01    3.28e-01    4.5e-05
 542000      2.70e+00    1.97e+00      8.59e-03    4.31e-03      2.63e-01    2.36e-01    4.5e-05
 543000      2.20e+00    3.25e+00      3.47e-03    1.13e-02      2.81e-01    2.86e-01    4.5e-05
 544000      4.21e+00    2.14e+00      1.29e-02    1.57e-03      1.13e-01    2.86e-01    4.5e-05
 545000      2.41e+00    2.26e+00      3.86e-03    4.53e-03      3.07e-01    2.76e-01    4.5e-05
 546000      4.94e+00    2.36e+00      2.04e-02    3.62e-03      2.90e-01    3.01e-01    4.5e-05
 547000      2.70e+00    4.98e+00      7.30e-03    2.10e-02      2.96e-01    2.65e-01    4.5e-05
 548000      4.05e+00    9.90e-01      1.56e-02    1.38e-03      2.98e-01    1.20e-01    4.5e-05
 549000      2.02e+00    1.74e+00      1.49e-03    4.87e-03      2.71e-01    1.02e-01    4.5e-05
 550000      3.83e+00    2.46e+00      1.43e-02    5.93e-03      3.00e-01    2.83e-01    4.5e-05
 551000      3.22e+00    2.25e+00      1.09e-02    3.47e-03      2.94e-01    2.88e-01    4.5e-05
 552000      3.92e+00    3.68e+00      1.53e-02    1.32e-02      2.80e-01    3.10e-01    4.5e-05
 553000      1.78e+00    3.07e+00      3.06e-03    1.06e-02      2.01e-01    2.73e-01    4.5e-05
 554000      4.06e+00    1.66e+00      1.57e-02    4.47e-03      2.96e-01    1.13e-01    4.5e-05
 555000      2.71e+00    2.50e+00      7.06e-03    4.15e-03      2.00e-01    3.17e-01    4.5e-05
 556000      2.45e+00    1.14e+00      6.13e-03    1.02e-03      2.78e-01    1.49e-01    4.5e-05
 557000      1.88e+00    2.63e+00      6.06e-04    6.82e-03      2.55e-01    2.95e-01    4.5e-05
 558000      2.75e+00    3.77e+00      8.71e-03    1.39e-02      2.70e-01    3.03e-01    4.5e-05
 559000      1.69e+00    2.21e+00      2.49e-03    5.56e-03      2.02e-01    1.76e-01    4.5e-05
 560000      3.55e+00    2.75e+00      1.01e-02    8.09e-03      2.01e-01    2.99e-01    4.0e-05
 561000      1.77e+00    4.72e+00      4.89e-03    1.97e-02      1.16e-01    2.72e-01    4.0e-05
 562000      2.09e+00    2.14e+00      1.88e-03    2.37e-03      2.91e-01    2.96e-01    4.0e-05
 563000      1.46e+00    1.48e+00      3.55e-03    3.31e-03      1.28e-01    1.46e-01    4.0e-05
 564000      1.49e+00    2.02e+00      3.99e-03    1.70e-03      1.09e-01    2.83e-01    4.0e-05
 565000      1.14e+00    2.46e+00      2.52e-03    5.50e-03      1.13e-01    3.06e-01    4.0e-05
 566000      2.52e+00    2.02e+00      6.31e-03    4.71e-03      2.99e-01    2.46e-01    4.0e-05
 567000      2.08e+00    2.98e+00      2.35e-03    8.66e-03      2.86e-01    3.27e-01    4.0e-05
 568000      2.35e+00    2.22e+00      5.28e-03    6.11e-03      2.32e-01    1.47e-01    4.0e-05
 569000      2.97e+00    1.99e+00      8.59e-03    6.89e-04      1.53e-01    2.82e-01    4.0e-05
 570000      2.11e+00    2.17e+00      6.04e-03    4.31e-04      1.17e-01    3.08e-01    4.0e-05
 571000      1.76e+00    2.66e+00      1.34e-04    8.59e-03      2.51e-01    2.67e-01    4.0e-05
 572000      2.18e+00    2.77e+00      6.48e-04    8.47e-03      3.10e-01    2.93e-01    4.0e-05
 573000      4.83e+00    3.62e+00      2.02e-02    1.38e-02      2.77e-01    2.82e-01    4.0e-05
 574000      2.78e+00    2.03e+00      8.19e-03    8.03e-05      3.02e-01    2.89e-01    4.0e-05
 575000      2.98e+00    2.33e+00      1.05e-02    6.02e-03      2.71e-01    2.72e-01    4.0e-05
 576000      1.05e+00    1.88e+00      2.29e-03    4.78e-03      1.07e-01    1.54e-01    4.0e-05
 577000      2.76e+00    3.00e+00      8.92e-03    9.34e-03      2.77e-01    3.12e-01    4.0e-05
 578000      1.50e+00    2.94e+00      3.25e-03    1.05e-02      1.53e-01    2.59e-01    4.0e-05
 579000      3.85e+00    8.71e-01      1.49e-02    1.46e-03      2.89e-01    1.04e-01    4.0e-05
 580000      3.16e+00    6.42e-01      1.14e-02    3.10e-04      2.87e-01    9.44e-02    3.5e-05
 581000      1.83e+00    2.21e+00      3.70e-04    5.34e-03      2.73e-01    2.79e-01    3.5e-05
 582000      2.03e+00    3.11e+00      5.90e-03    9.85e-03      1.05e-01    3.32e-01    3.5e-05
 583000      2.23e+00    3.45e+00      6.25e-03    1.31e-02      2.62e-01    2.82e-01    3.5e-05
 584000      2.39e+00    2.50e+00      5.57e-03    6.99e-03      2.35e-01    1.59e-01    3.5e-05
 585000      2.75e+00    4.66e+00      9.53e-03    1.92e-02      2.66e-01    2.94e-01    3.5e-05
 586000      2.06e+00    1.79e+00      5.82e-03    3.79e-03      1.26e-01    1.94e-01    3.5e-05
 587000      1.83e+00    2.78e+00      3.77e-03    7.52e-03      2.03e-01    2.02e-01    3.5e-05
 588000      2.13e+00    1.33e+00      5.49e-03    3.28e-03      2.62e-01    1.19e-01    3.5e-05
 589000      1.71e+00    1.49e+00      3.45e-03    3.68e-04      1.94e-01    2.21e-01    3.5e-05
 590000      3.86e+00    9.55e-01      1.49e-02    2.09e-03      3.03e-01    1.00e-01    3.5e-05
 591000      2.51e+00    2.16e+00      6.08e-03    4.63e-03      3.17e-01    2.83e-01    3.5e-05
 592000      2.02e+00    2.01e+00      1.81e-03    2.66e-03      2.94e-01    2.87e-01    3.5e-05
 593000      1.97e+00    3.99e+00      1.90e-03    1.57e-02      2.87e-01    3.00e-01    3.5e-05
 594000      1.97e+00    3.54e+00      2.69e-03    1.36e-02      2.80e-01    2.83e-01    3.5e-05
 595000      1.22e+00    1.96e+00      2.31e-03    1.36e-03      1.43e-01    2.88e-01    3.5e-05
 596000      3.78e+00    2.53e+00      1.06e-02    5.81e-03      2.43e-01    2.54e-01    3.5e-05
 597000      2.70e+00    2.16e+00      9.51e-03    5.19e-03      2.54e-01    2.73e-01    3.5e-05
 598000      2.51e+00    2.64e+00      7.42e-03    8.36e-03      1.13e-01    2.82e-01    3.5e-05
 599000      2.56e+00    1.77e+00      7.52e-03    4.27e-03      1.20e-01    1.66e-01    3.5e-05
 600000      3.04e+00    1.94e+00      1.02e-02    2.93e-03      3.20e-01    2.84e-01    3.2e-05
 601000      2.11e+00    2.16e+00      6.00e-03    6.02e-03      2.57e-01    2.65e-01    3.2e-05
 602000      1.87e+00    2.99e+00      5.31e-03    1.09e-02      1.13e-01    2.79e-01    3.2e-05
 603000      1.58e+00    2.17e+00      3.87e-03    4.77e-03      1.51e-01    2.95e-01    3.2e-05
 604000      2.11e+00    2.55e+00      5.35e-03    7.82e-03      2.73e-01    2.92e-01    3.2e-05
 605000      3.79e+00    1.62e+00      1.48e-02    4.18e-03      3.04e-01    1.38e-01    3.2e-05
 606000      1.77e+00    1.79e+00      1.34e-03    8.24e-04      2.71e-01    2.78e-01    3.2e-05
 607000      2.02e+00    3.31e+00      2.47e-03    1.30e-02      3.03e-01    2.62e-01    3.2e-05
 608000      3.11e+00    1.01e+00      9.32e-03    1.50e-03      1.19e-01    1.38e-01    3.2e-05
 609000      2.33e+00    2.35e+00      7.99e-03    7.06e-03      2.38e-01    2.75e-01    3.2e-05
 610000      2.72e+00    3.75e+00      7.29e-03    1.48e-02      2.12e-01    2.88e-01    3.2e-05
 611000      1.96e+00    4.04e+00      5.60e-03    1.63e-02      1.19e-01    2.91e-01    3.2e-05
 612000      8.53e-01    2.03e+00      1.53e-03    3.62e-03      1.08e-01    2.91e-01    3.2e-05
 613000      2.65e+00    1.88e+00      7.58e-03    8.11e-04      1.59e-01    2.91e-01    3.2e-05
 614000      2.18e+00    2.07e+00      5.52e-03    3.68e-03      1.94e-01    2.96e-01    3.2e-05
 615000      2.01e+00    3.49e+00      2.96e-03    1.35e-02      2.96e-01    2.87e-01    3.2e-05
 616000      2.22e+00    2.45e+00      6.72e-03    7.82e-03      2.57e-01    2.72e-01    3.2e-05
 617000      2.63e+00    1.16e+00      7.38e-03    1.50e-03      1.71e-01    1.63e-01    3.2e-05
 618000      2.55e+00    2.76e+00      8.88e-03    7.78e-03      2.54e-01    1.77e-01    3.2e-05
 619000      2.83e+00    2.05e+00      1.03e-02    3.30e-03      2.64e-01    2.99e-01    3.2e-05
 620000      3.38e+00    6.48e-01      1.34e-02    1.85e-04      2.67e-01    1.05e-01    2.8e-05
 621000      2.09e+00    1.08e+00      4.64e-03    1.78e-03      2.97e-01    1.49e-01    2.8e-05
 622000      2.08e+00    1.27e+00      5.41e-03    3.10e-03      2.77e-01    1.25e-01    2.8e-05
 623000      1.68e+00    3.22e+00      1.77e-03    1.23e-02      2.65e-01    2.85e-01    2.8e-05
 624000      5.73e+00    2.26e+00      2.50e-02    6.69e-03      2.47e-01    2.78e-01    2.8e-05
 625000      5.52e+00    1.69e+00      2.34e-02    1.88e-03      3.21e-01    2.67e-01    2.8e-05
 626000      2.46e+00    2.53e+00      6.14e-03    8.77e-03      2.34e-01    2.64e-01    2.8e-05
 627000      1.94e+00    1.30e+00      5.63e-03    2.11e-03      1.09e-01    1.80e-01    2.8e-05
 628000      2.40e+00    2.05e+00      7.32e-03    5.69e-03      2.89e-01    2.63e-01    2.8e-05
 629000      1.77e+00    1.10e+00      3.69e-03    7.48e-04      2.54e-01    1.75e-01    2.8e-05
 630000      1.88e+00    1.94e+00      3.19e-03    4.07e-03      2.83e-01    2.32e-01    2.8e-05
 631000      6.06e-01    2.28e+00      1.87e-03    6.35e-03      1.36e-14    2.92e-01    2.8e-05
 632000      1.80e+00    3.19e+00      5.03e-03    1.19e-02      1.24e-01    2.94e-01    2.8e-05
 633000      3.04e+00    1.79e+00      1.11e-02    1.12e-03      2.94e-01    2.89e-01    2.8e-05
 634000      1.94e+00    1.54e+00      3.51e-03    3.31e-03      2.88e-01    1.80e-01    2.8e-05
 635000      5.92e+00    1.90e+00      1.78e-02    1.92e-03      2.08e-01    3.02e-01    2.8e-05
 636000      1.96e+00    1.13e+00      1.34e-03    2.35e-03      3.14e-01    1.35e-01    2.8e-05
 637000      1.91e+00    2.21e+00      3.51e-03    5.50e-03      2.84e-01    3.01e-01    2.8e-05
 638000      1.45e+00    1.71e+00      3.99e-03    3.19e-04      1.07e-01    2.77e-01    2.8e-05
 639000      2.29e+00    1.74e+00      7.28e-03    1.37e-03      2.66e-01    2.79e-01    2.8e-05
 640000      3.74e+00    1.06e+00      1.53e-02    2.24e-03      2.70e-01    1.30e-01    2.5e-05
 641000      2.45e+00    2.70e+00      8.36e-03    9.63e-03      2.74e-01    2.82e-01    2.5e-05
 642000      4.23e+00    2.92e+00      1.78e-02    1.08e-02      2.64e-01    2.82e-01    2.5e-05
 643000      9.56e-01    1.46e+00      2.13e-03    4.30e-04      1.12e-01    2.45e-01    2.5e-05
 644000      1.23e+00    1.63e+00      2.95e-03    1.32e-03      1.31e-01    2.72e-01    2.5e-05
 645000      1.72e+00    1.66e+00      4.12e-04    2.65e-03      2.91e-01    2.63e-01    2.5e-05
 646000      1.30e+00    2.33e+00      2.69e-03    7.78e-03      1.62e-01    2.67e-01    2.5e-05
 647000      1.71e+00    1.61e+00      2.36e-03    2.04e-03      2.76e-01    2.62e-01    2.5e-05
 648000      4.22e+00    2.56e+00      1.25e-02    8.99e-03      2.05e-01    2.73e-01    2.5e-05
 649000      5.41e+00    1.56e+00      2.30e-02    2.68e-03      3.18e-01    2.19e-01    2.5e-05
 650000      3.92e+00    1.63e+00      1.61e-02    2.98e-03      2.83e-01    2.52e-01    2.5e-05
 651000      3.89e+00    2.24e+00      1.55e-02    5.94e-03      3.15e-01    3.08e-01    2.5e-05
 652000      1.85e+00    2.19e+00      4.11e-03    6.64e-03      2.73e-01    2.75e-01    2.5e-05
 653000      2.53e+00    2.09e+00      7.52e-03    4.94e-03      1.16e-01    3.01e-01    2.5e-05
 654000      1.90e+00    1.29e+00      3.17e-03    1.70e-03      3.00e-01    1.97e-01    2.5e-05
 655000      2.11e+00    1.75e+00      4.95e-03    1.37e-03      2.31e-01    2.93e-01    2.5e-05
 656000      1.66e+00    2.31e+00      1.18e-03    6.19e-03      2.78e-01    1.92e-01    2.5e-05
 657000      3.56e+00    3.63e+00      1.02e-02    1.46e-02      2.25e-01    2.81e-01    2.5e-05
 658000      2.38e+00    5.47e+00      7.12e-03    1.62e-02      9.79e-02    2.59e-01    2.5e-05
 659000      2.22e+00    2.67e+00      6.08e-03    8.43e-03      3.00e-01    3.24e-01    2.5e-05
 660000      3.35e+00    1.23e+00      1.37e-02    5.21e-04      2.49e-01    2.15e-01    2.2e-05
 661000      2.87e+00    2.83e+00      8.52e-03    1.06e-02      1.36e-01    2.79e-01    2.2e-05
 662000      2.29e+00    2.61e+00      7.54e-03    6.68e-03      2.77e-01    2.54e-01    2.2e-05
 663000      2.43e+00    2.62e+00      7.82e-03    6.78e-03      3.02e-01    2.51e-01    2.2e-05
 664000      1.98e+00    2.09e+00      4.49e-03    5.81e-03      3.02e-01    1.58e-01    2.2e-05
 665000      4.55e+00    1.63e+00      1.91e-02    1.81e-03      2.92e-01    2.79e-01    2.2e-05
 666000      2.61e+00    2.39e+00      9.84e-03    7.95e-03      2.55e-01    2.85e-01    2.2e-05
 667000      3.56e+00    2.08e+00      1.44e-02    6.21e-03      2.81e-01    2.75e-01    2.2e-05
 668000      1.62e+00    3.35e+00      4.53e-03    1.33e-02      1.18e-01    2.84e-01    2.2e-05
 669000      2.09e+00    3.25e+00      6.57e-03    1.26e-02      2.66e-01    2.93e-01    2.2e-05
 670000      3.68e+00    2.63e+00      1.10e-02    9.29e-03      1.43e-01    2.89e-01    2.2e-05
 671000      1.85e+00    4.00e+00      3.01e-03    1.66e-02      3.04e-01    2.81e-01    2.2e-05
 672000      5.25e+00    1.87e+00      1.58e-02    4.33e-03      1.92e-01    2.83e-01    2.2e-05
 673000      2.72e+00    1.30e+00      1.02e-02    2.77e-03      2.68e-01    1.67e-01    2.2e-05
 674000      3.10e+00    1.57e+00      1.17e-02    4.08e-03      3.02e-01    1.50e-01    2.2e-05
 675000      3.25e+00    1.75e+00      1.27e-02    3.86e-03      2.89e-01    2.70e-01    2.2e-05
 676000      2.79e+00    1.61e+00      8.26e-03    1.03e-03      1.34e-01    2.82e-01    2.2e-05
 677000      2.37e+00    1.64e+00      7.70e-03    2.57e-03      2.90e-01    2.71e-01    2.2e-05
 678000      3.12e+00    1.89e+00      1.19e-02    3.73e-03      2.94e-01    3.00e-01    2.2e-05
 679000      3.34e+00    1.73e+00      1.34e-02    4.04e-03      2.73e-01    2.62e-01    2.2e-05
 680000      2.76e+00    3.66e+00      1.04e-02    1.51e-02      2.76e-01    2.68e-01    2.0e-05
 681000      2.18e+00    1.63e+00      6.36e-03    2.08e-03      3.05e-01    2.87e-01    2.0e-05
 682000      1.87e+00    2.13e+00      4.42e-03    5.79e-03      2.93e-01    3.12e-01    2.0e-05
 683000      2.64e+00    7.63e-01      7.37e-03    2.23e-04      2.02e-01    1.39e-01    2.0e-05
 684000      4.60e+00    2.58e+00      1.36e-02    9.08e-03      2.34e-01    2.97e-01    2.0e-05
 685000      4.02e+00    1.46e+00      1.64e-02    3.37e-04      3.16e-01    2.67e-01    2.0e-05
 686000      1.07e+00    2.07e+00      2.41e-03    6.32e-03      1.35e-01    2.79e-01    2.0e-05
 687000      1.23e+00    1.93e+00      3.32e-03    5.31e-03      1.09e-01    2.81e-01    2.0e-05
 688000      1.67e+00    3.13e+00      4.76e-03    1.21e-02      1.14e-01    2.96e-01    2.0e-05
 689000      1.98e+00    2.66e+00      6.06e-03    9.72e-03      2.68e-01    2.88e-01    2.0e-05
 690000      2.61e+00    1.70e+00      9.17e-03    2.91e-03      3.02e-01    2.88e-01    2.0e-05
 691000      2.37e+00    9.13e-01      6.95e-03    1.98e-03      1.31e-01    1.19e-01    2.0e-05
 692000      1.78e+00    1.44e+00      1.15e-03    3.57e-03      3.23e-01    1.57e-01    2.0e-05
 693000      2.10e+00    1.61e+00      4.95e-03    7.72e-04      2.47e-01    2.94e-01    2.0e-05
 694000      1.59e+00    2.72e+00      2.33e-03    1.05e-02      2.77e-01    2.59e-01    2.0e-05
 695000      2.02e+00    2.01e+00      5.84e-03    5.94e-03      1.26e-01    2.78e-01    2.0e-05
 696000      2.51e+00    1.40e+00      7.47e-03    6.49e-04      1.18e-01    2.55e-01    2.0e-05
 697000      1.58e+00    1.67e+00      3.80e-03    2.60e-03      1.80e-01    2.64e-01    2.0e-05
 698000      1.20e+00    4.05e+00      3.18e-03    1.73e-02      1.12e-01    2.44e-01    2.0e-05
 699000      1.80e+00    2.10e+00      4.36e-03    6.22e-03      2.02e-01    2.90e-01    2.0e-05
 700000      1.56e+00    1.79e+00      2.28e-03    4.64e-03      2.81e-01    1.82e-01    1.8e-05
 701000      9.55e-01    1.47e+00      9.10e-04    2.11e-03      1.73e-01    2.66e-01    1.8e-05
 702000      2.37e+00    1.47e+00      8.83e-03    2.58e-03      2.55e-01    2.58e-01    1.8e-05
 703000      2.33e+00    1.20e+00      8.58e-03    2.91e-03      2.55e-01    1.39e-01    1.8e-05
 704000      1.88e+00    2.59e+00      4.86e-03    9.80e-03      2.92e-01    2.70e-01    1.8e-05
 705000      1.47e+00    1.61e+00      4.10e-03    4.22e-04      1.17e-01    3.07e-01    1.8e-05
 706000      1.65e+00    1.62e+00      3.41e-03    5.58e-04      2.80e-01    3.07e-01    1.8e-05
 707000      5.00e+00    1.46e+00      2.14e-02    5.20e-04      3.08e-01    2.76e-01    1.8e-05
 708000      2.56e+00    2.64e+00      8.99e-03    9.24e-03      3.07e-01    3.16e-01    1.8e-05
 709000      2.16e+00    7.71e-01      6.75e-03    8.35e-04      2.96e-01    1.37e-01    1.8e-05
 710000      1.82e+00    2.17e+00      4.52e-03    6.93e-03      2.89e-01    2.92e-01    1.8e-05
 711000      1.76e+00    1.38e+00      4.15e-03    1.07e-03      2.13e-01    2.59e-01    1.8e-05
 712000      1.50e+00    2.29e+00      1.73e-04    7.88e-03      2.85e-01    2.83e-01    1.8e-05
 713000      2.12e+00    7.78e-01      7.02e-03    1.07e-04      2.73e-01    1.48e-01    1.8e-05
 714000      1.82e+00    1.87e+00      5.24e-03    5.46e-03      1.23e-01    2.71e-01    1.8e-05
 715000      2.56e+00    6.39e-01      8.73e-03    6.76e-04      3.18e-01    1.14e-01    1.8e-05
 716000      1.58e+00    2.15e+00      1.13e-04    5.72e-03      3.01e-01    2.03e-01    1.8e-05
 717000      1.79e+00    1.31e+00      3.63e-03    3.41e-03      2.55e-01    1.32e-01    1.8e-05
 718000      3.81e+00    1.69e+00      1.52e-02    1.99e-03      3.35e-01    3.11e-01    1.8e-05
 719000      2.77e+00    1.42e+00      8.31e-03    3.33e-03      1.11e-01    1.76e-01    1.8e-05
 720000      1.34e+00    5.24e-01      2.83e-03    2.36e-04      1.92e-01    1.02e-01    1.6e-05
 721000      2.86e+00    1.74e+00      1.08e-02    3.61e-03      3.11e-01    3.04e-01    1.6e-05
 722000      2.51e+00    1.89e+00      9.47e-03    4.54e-03      2.70e-01    2.33e-01    1.6e-05
 723000      2.33e+00    1.38e+00      6.86e-03    7.68e-05      1.26e-01    2.72e-01    1.6e-05
 724000      1.51e+00    2.24e+00      6.81e-04    7.94e-03      2.97e-01    2.74e-01    1.6e-05
 725000      1.49e+00    1.51e+00      3.33e-03    2.51e-03      2.03e-01    2.76e-01    1.6e-05
 726000      1.48e+00    2.43e+00      3.31e-03    8.35e-03      2.00e-01    3.10e-01    1.6e-05
 727000      2.14e+00    1.74e+00      6.71e-03    3.23e-03      3.02e-01    3.13e-01    1.6e-05
 728000      3.23e+00    1.24e+00      9.50e-03    2.71e-04      1.79e-01    2.45e-01    1.6e-05
 729000      5.21e+00    2.36e+00      1.58e-02    8.97e-03      1.33e-01    2.51e-01    1.6e-05
 730000      6.16e-01    1.78e+00      8.59e-04    5.28e-03      1.08e-01    2.65e-01    1.6e-05
 731000      1.57e+00    1.67e+00      2.76e-03    3.83e-03      2.85e-01    2.18e-01    1.6e-05
 732000      1.62e+00    1.16e+00      2.42e-03    7.33e-04      3.01e-01    2.24e-01    1.6e-05
 733000      1.56e+00    1.78e+00      2.39e-03    3.95e-03      2.90e-01    3.05e-01    1.6e-05
