#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  30000      6.78e+00    7.77e+00      7.35e-03    8.51e-03      2.26e-01    2.59e-01    8.9e-04
  31000      6.94e+00    7.30e+00      1.38e-02    1.62e-02      2.30e-01    2.41e-01    8.9e-04
  32000      7.83e+00    7.44e+00      4.64e-02    2.29e-03      2.35e-01    2.49e-01    8.9e-04
  33000      7.93e+00    8.31e+00      5.83e-02    5.11e-02      2.23e-01    2.47e-01    8.9e-04
  34000      8.03e+00    9.70e+00      4.91e-02    7.87e-02      2.39e-01    2.59e-01    8.9e-04
  35000      7.73e+00    7.64e+00      1.47e-02    2.11e-02      2.56e-01    2.50e-01    8.9e-04
  36000      6.84e+00    7.53e+00      6.26e-04    1.23e-02      2.29e-01    2.50e-01    8.9e-04
  37000      8.34e+00    7.67e+00      6.21e-02    2.16e-02      2.33e-01    2.51e-01    8.9e-04
  38000      9.24e+00    8.52e+00      7.52e-02    3.68e-02      2.46e-01    2.70e-01    8.9e-04
  39000      6.86e+00    7.54e+00      8.43e-03    1.37e-02      2.29e-01    2.50e-01    8.9e-04
  40000      7.26e+00    7.71e+00      2.90e-02    1.73e-02      2.35e-01    2.66e-01    7.9e-04
  41000      7.32e+00    6.70e+00      1.38e-02    3.25e-03      2.55e-01    2.37e-01    7.9e-04
  42000      7.97e+00    7.84e+00      4.58e-02    1.67e-02      2.29e-01    2.71e-01    7.9e-04
  43000      8.34e+00    6.95e+00      3.74e-02    5.36e-03      2.63e-01    2.45e-01    7.9e-04
  44000      7.41e+00    8.76e+00      1.64e-02    4.37e-02      2.56e-01    2.67e-01    7.9e-04
  45000      7.33e+00    6.50e+00      8.09e-03    2.97e-03      2.58e-01    2.30e-01    7.9e-04
  46000      8.14e+00    8.12e+00      2.81e-02    3.34e-02      2.70e-01    2.61e-01    7.9e-04
  47000      7.17e+00    6.71e+00      7.78e-03    2.13e-02      2.52e-01    2.25e-01    7.9e-04
  48000      9.62e+00    7.12e+00      6.28e-02    1.73e-02      2.55e-01    2.44e-01    7.9e-04
  49000      6.75e+00    8.28e+00      1.29e-02    2.47e-03      2.34e-01    2.93e-01    7.9e-04
  50000      7.65e+00    7.55e+00      1.72e-02    1.61e-02      2.64e-01    2.61e-01    7.9e-04
  51000      8.02e+00    9.32e+00      4.19e-02    6.25e-02      2.41e-01    2.41e-01    7.9e-04
  52000      8.37e+00    7.15e+00      3.29e-02    2.32e-02      2.72e-01    2.39e-01    7.9e-04
  53000      8.13e+00    7.48e+00      2.77e-02    3.45e-02      2.70e-01    2.34e-01    7.9e-04
  54000      7.17e+00    6.63e+00      9.80e-03    2.62e-02      2.52e-01    2.15e-01    7.9e-04
  55000      7.04e+00    7.41e+00      9.19e-03    2.95e-02      2.47e-01    2.40e-01    7.9e-04
  56000      7.73e+00    8.86e+00      3.26e-03    1.27e-02      2.74e-01    3.10e-01    7.9e-04
  57000      9.38e+00    7.31e+00      6.15e-02    2.46e-02      2.47e-01    2.43e-01    7.9e-04
  58000      7.58e+00    6.27e+00      4.34e-02    1.34e-02      2.18e-01    2.17e-01    7.9e-04
  59000      7.64e+00    7.07e+00      2.18e-02    6.93e-03      2.59e-01    2.49e-01    7.9e-04
  60000      7.11e+00    7.35e+00      2.77e-02    1.14e-02      2.35e-01    2.71e-01    7.1e-04
  61000      7.22e+00    6.72e+00      1.28e-02    7.46e-03      2.64e-01    2.50e-01    7.1e-04
  62000      8.14e+00    8.04e+00      3.53e-02    3.86e-02      2.60e-01    2.45e-01    7.1e-04
  63000      6.03e+00    7.32e+00      9.20e-03    9.83e-03      2.22e-01    2.71e-01    7.1e-04
  64000      6.29e+00    7.20e+00      3.30e-03    2.79e-02      2.35e-01    2.38e-01    7.1e-04
  65000      6.26e+00    6.76e+00      4.33e-04    6.52e-03      2.35e-01    2.52e-01    7.1e-04
  66000      6.19e+00    7.45e+00      4.95e-03    2.31e-02      2.31e-01    2.59e-01    7.1e-04
  67000      6.18e+00    7.02e+00      1.41e-03    1.77e-02      2.32e-01    2.51e-01    7.1e-04
  68000      7.54e+00    7.55e+00      1.09e-02    2.32e-02      2.78e-01    2.63e-01    7.1e-04
  69000      1.04e+01    6.58e+00      6.29e-02    2.11e-02      2.64e-01    2.28e-01    7.1e-04
  70000      8.11e+00    7.35e+00      3.99e-02    2.34e-02      2.44e-01    2.54e-01    7.1e-04
  71000      8.98e+00    6.41e+00      5.21e-02    6.81e-03      2.39e-01    2.38e-01    7.1e-04
  72000      6.74e+00    7.35e+00      2.02e-02    2.77e-02      2.36e-01    2.45e-01    7.1e-04
  73000      6.61e+00    6.32e+00      1.75e-02    1.10e-02      2.35e-01    2.32e-01    7.1e-04
  74000      5.94e+00    6.87e+00      1.00e-02    2.09e-02      2.18e-01    2.40e-01    7.1e-04
  75000      7.62e+00    8.23e+00      1.56e-02    1.71e-02      2.77e-01    2.99e-01    7.1e-04
  76000      6.43e+00    7.05e+00      8.00e-03    2.47e-02      2.39e-01    2.39e-01    7.1e-04
  77000      6.82e+00    6.15e+00      1.78e-02    2.37e-04      2.43e-01    2.31e-01    7.1e-04
  78000      7.54e+00    6.22e+00      2.28e-02    5.22e-03      2.63e-01    2.32e-01    7.1e-04
  79000      8.17e+00    6.65e+00      2.96e-02    9.62e-04      2.75e-01    2.49e-01    7.1e-04
  80000      5.78e+00    6.72e+00      2.74e-03    1.24e-02      2.29e-01    2.58e-01    6.3e-04
  81000      6.31e+00    6.93e+00      4.80e-03    2.52e-02      2.49e-01    2.39e-01    6.3e-04
  82000      8.61e+00    6.23e+00      4.13e-02    7.59e-04      2.59e-01    2.47e-01    6.3e-04
  83000      8.57e+00    7.21e+00      4.27e-02    2.34e-02      2.50e-01    2.57e-01    6.3e-04
  84000      7.01e+00    6.89e+00      2.29e-02    1.34e-02      2.49e-01    2.64e-01    6.3e-04
  85000      7.86e+00    6.04e+00      3.79e-02    1.69e-02      2.36e-01    2.22e-01    6.3e-04
  86000      8.37e+00    6.03e+00      2.84e-02    4.54e-03      2.95e-01    2.38e-01    6.3e-04
  87000      6.53e+00    6.21e+00      3.51e-04    2.05e-02      2.59e-01    2.20e-01    6.3e-04
  88000      5.89e+00    6.35e+00      5.81e-03    1.03e-02      2.32e-01    2.46e-01    6.3e-04
  89000      1.26e+01    6.96e+00      7.19e-02    6.01e-03      3.14e-01    2.74e-01    6.3e-04
  90000      6.32e+00    6.99e+00      1.67e-02    1.77e-02      2.34e-01    2.60e-01    6.3e-04
  91000      7.19e+00    6.30e+00      1.41e-02    9.15e-03      2.75e-01    2.45e-01    6.3e-04
  92000      6.23e+00    6.44e+00      7.42e-03    1.11e-04      2.44e-01    2.56e-01    6.3e-04
  93000      6.12e+00    6.79e+00      1.27e-03    1.33e-02      2.43e-01    2.60e-01    6.3e-04
  94000      5.92e+00    5.99e+00      1.97e-02    6.20e-03      2.10e-01    2.35e-01    6.3e-04
  95000      7.64e+00    7.38e+00      2.72e-02    6.10e-03      2.65e-01    2.91e-01    6.3e-04
  96000      5.61e+00    6.84e+00      4.74e-04    2.69e-02      2.23e-01    2.29e-01    6.3e-04
  97000      6.25e+00    7.21e+00      7.05e-03    2.91e-02      2.45e-01    2.39e-01    6.3e-04
  98000      8.18e+00    6.63e+00      3.79e-02    7.02e-03      2.52e-01    2.60e-01    6.3e-04
  99000      7.25e+00    6.55e+00      1.99e-03    7.05e-03      2.88e-01    2.57e-01    6.3e-04
 100000      6.02e+00    6.07e+00      1.32e-03    1.88e-02      2.53e-01    2.27e-01    5.6e-04
 101000      6.64e+00    5.87e+00      1.10e-02    1.11e-02      2.70e-01    2.37e-01    5.6e-04
 102000      7.84e+00    6.49e+00      2.53e-02    1.56e-03      2.89e-01    2.72e-01    5.6e-04
 103000      6.80e+00    7.07e+00      1.60e-02    2.62e-02      2.68e-01    2.48e-01    5.6e-04
 104000      5.91e+00    8.40e+00      2.82e-03    3.90e-02      2.48e-01    2.56e-01    5.6e-04
 105000      7.26e+00    6.52e+00      2.07e-02    2.08e-03      2.77e-01    2.73e-01    5.6e-04
 106000      6.32e+00    6.39e+00      6.88e-03    1.48e-02      2.62e-01    2.52e-01    5.6e-04
 107000      6.14e+00    5.39e+00      1.14e-02    1.14e-02      2.48e-01    2.15e-01    5.6e-04
 108000      6.12e+00    6.65e+00      1.84e-02    2.10e-02      2.30e-01    2.47e-01    5.6e-04
 109000      5.99e+00    6.77e+00      1.10e-02    1.57e-02      2.42e-01    2.67e-01    5.6e-04
 110000      6.10e+00    8.62e+00      1.55e-02    2.73e-02      2.38e-01    3.19e-01    5.6e-04
 111000      6.63e+00    6.25e+00      1.77e-02    3.63e-04      2.56e-01    2.62e-01    5.6e-04
 112000      6.49e+00    6.01e+00      1.44e-03    7.40e-03      2.72e-01    2.48e-01    5.6e-04
 113000      6.27e+00    6.04e+00      5.79e-03    7.15e-03      2.61e-01    2.50e-01    5.6e-04
 114000      5.74e+00    6.22e+00      7.95e-03    3.78e-03      2.36e-01    2.60e-01    5.6e-04
 115000      6.04e+00    6.41e+00      5.27e-03    9.79e-03      2.52e-01    2.62e-01    5.6e-04
 116000      6.14e+00    6.48e+00      1.31e-02    7.52e-03      2.45e-01    2.68e-01    5.6e-04
 117000      6.31e+00    6.61e+00      1.06e-02    1.01e-02      2.57e-01    2.70e-01    5.6e-04
 118000      7.70e+00    5.65e+00      2.85e-02    1.17e-02      2.70e-01    2.26e-01    5.6e-04
 119000      5.79e+00    7.36e+00      6.66e-03    2.80e-02      2.40e-01    2.55e-01    5.6e-04
 120000      5.76e+00    7.53e+00      4.45e-03    2.60e-02      2.54e-01    2.80e-01    5.0e-04
 121000      6.54e+00    6.05e+00      2.45e-02    1.27e-02      2.34e-01    2.54e-01    5.0e-04
 122000      5.71e+00    7.98e+00      1.26e-03    2.90e-02      2.54e-01    2.91e-01    5.0e-04
 123000      6.24e+00    6.50e+00      5.43e-03    1.68e-02      2.75e-01    2.64e-01    5.0e-04
 124000      5.93e+00    6.31e+00      1.86e-02    1.31e-02      2.29e-01    2.65e-01    5.0e-04
 125000      6.14e+00    5.61e+00      1.09e-02    1.10e-02      2.62e-01    2.37e-01    5.0e-04
 126000      5.92e+00    5.75e+00      6.15e-03    9.54e-03      2.60e-01    2.47e-01    5.0e-04
 127000      6.09e+00    7.46e+00      2.58e-03    2.74e-02      2.70e-01    2.70e-01    5.0e-04
 128000      8.09e+00    6.61e+00      3.58e-02    2.28e-02      2.57e-01    2.46e-01    5.0e-04
 129000      5.91e+00    5.93e+00      1.12e-03    1.52e-02      2.63e-01    2.41e-01    5.0e-04
 130000      6.65e+00    7.32e+00      1.47e-02    2.86e-02      2.77e-01    2.56e-01    5.0e-04
 131000      5.33e+00    5.26e+00      4.93e-04    1.29e-02      2.37e-01    2.16e-01    5.0e-04
 132000      5.52e+00    5.88e+00      6.30e-03    1.16e-02      2.41e-01    2.48e-01    5.0e-04
 133000      6.75e+00    5.72e+00      2.50e-02    4.12e-03      2.43e-01    2.53e-01    5.0e-04
 134000      6.79e+00    5.37e+00      2.18e-02    2.26e-04      2.60e-01    2.39e-01    5.0e-04
 135000      6.05e+00    6.30e+00      1.03e-02    6.11e-03      2.59e-01    2.77e-01    5.0e-04
 136000      6.68e+00    6.22e+00      1.07e-02    1.48e-02      2.87e-01    2.56e-01    5.0e-04
 137000      5.17e+00    5.64e+00      2.10e-03    3.49e-03      2.29e-01    2.49e-01    5.0e-04
 138000      6.28e+00    6.48e+00      6.39e-03    6.57e-03      2.76e-01    2.84e-01    5.0e-04
 139000      5.90e+00    6.10e+00      1.42e-02    1.11e-02      2.43e-01    2.60e-01    5.0e-04
 140000      5.51e+00    5.13e+00      1.10e-02    2.41e-03      2.44e-01    2.40e-01    4.5e-04
 141000      5.90e+00    7.05e+00      4.85e-03    2.47e-02      2.75e-01    2.69e-01    4.5e-04
 142000      5.14e+00    6.16e+00      2.23e-03    1.03e-02      2.41e-01    2.78e-01    4.5e-04
 143000      6.82e+00    5.55e+00      2.15e-02    3.00e-03      2.73e-01    2.60e-01    4.5e-04
 144000      5.66e+00    6.15e+00      1.52e-03    1.15e-02      2.66e-01    2.75e-01    4.5e-04
 145000      5.60e+00    5.27e+00      6.98e-03    9.39e-03      2.57e-01    2.37e-01    4.5e-04
 146000      5.23e+00    5.04e+00      7.23e-03    1.61e-03      2.39e-01    2.37e-01    4.5e-04
 147000      7.31e+00    9.23e+00      2.76e-02    3.99e-02      2.67e-01    3.01e-01    4.5e-04
 148000      5.43e+00    6.46e+00      2.62e-03    1.85e-02      2.54e-01    2.67e-01    4.5e-04
 149000      5.98e+00    6.19e+00      5.50e-03    1.41e-03      2.78e-01    2.91e-01    4.5e-04
 150000      5.16e+00    5.08e+00      2.12e-03    3.83e-03      2.42e-01    2.37e-01    4.5e-04
 151000      5.84e+00    5.50e+00      1.55e-02    8.49e-03      2.47e-01    2.50e-01    4.5e-04
 152000      5.90e+00    5.21e+00      9.27e-03    4.08e-04      2.68e-01    2.45e-01    4.5e-04
 153000      5.87e+00    6.25e+00      7.63e-03    2.07e-02      2.69e-01    2.45e-01    4.5e-04
 154000      5.69e+00    5.50e+00      1.06e-03    8.52e-03      2.68e-01    2.50e-01    4.5e-04
 155000      5.73e+00    5.32e+00      8.76e-03    8.99e-03      2.60e-01    2.40e-01    4.5e-04
 156000      5.75e+00    6.33e+00      2.13e-04    7.25e-03      2.70e-01    2.92e-01    4.5e-04
 157000      4.94e+00    5.40e+00      5.48e-03    2.45e-03      2.28e-01    2.53e-01    4.5e-04
 158000      5.19e+00    4.85e+00      7.25e-03    3.84e-03      2.37e-01    2.26e-01    4.5e-04
 159000      5.39e+00    6.36e+00      1.27e-02    1.43e-02      2.33e-01    2.77e-01    4.5e-04
 160000      5.74e+00    5.52e+00      1.53e-02    1.56e-02      2.54e-01    2.39e-01    4.0e-04
 161000      6.39e+00    4.64e+00      1.79e-02    1.03e-03      2.78e-01    2.31e-01    4.0e-04
 162000      5.44e+00    5.25e+00      1.04e-02    6.69e-03      2.55e-01    2.55e-01    4.0e-04
 163000      5.81e+00    6.18e+00      1.95e-02    1.82e-02      2.35e-01    2.64e-01    4.0e-04
 164000      4.37e+00    5.56e+00      6.25e-03    6.65e-03      2.11e-01    2.70e-01    4.0e-04
 165000      5.25e+00    5.56e+00      1.98e-03    6.64e-03      2.60e-01    2.70e-01    4.0e-04
 166000      5.29e+00    4.77e+00      4.38e-03    7.59e-03      2.60e-01    2.28e-01    4.0e-04
 167000      5.56e+00    4.91e+00      1.03e-02    2.69e-03      2.62e-01    2.43e-01    4.0e-04
 168000      5.01e+00    5.60e+00      9.45e-04    2.56e-03      2.49e-01    2.78e-01    4.0e-04
 169000      7.33e+00    5.77e+00      2.80e-02    6.47e-03      2.73e-01    2.82e-01    4.0e-04
 170000      5.25e+00    5.75e+00      5.06e-03    1.59e-02      2.58e-01    2.51e-01    4.0e-04
 171000      5.89e+00    6.18e+00      1.32e-02    1.97e-02      2.70e-01    2.56e-01    4.0e-04
 172000      5.47e+00    6.17e+00      1.40e-02    9.27e-03      2.44e-01    2.96e-01    4.0e-04
 173000      5.37e+00    5.59e+00      5.55e-03    2.10e-04      2.63e-01    2.78e-01    4.0e-04
 174000      4.92e+00    5.08e+00      5.08e-03    7.08e-04      2.41e-01    2.53e-01    4.0e-04
 175000      5.47e+00    5.56e+00      9.78e-03    8.43e-03      2.59e-01    2.67e-01    4.0e-04
 176000      4.88e+00    5.08e+00      2.38e-03    7.63e-03      2.42e-01    2.44e-01    4.0e-04
 177000      6.53e+00    5.75e+00      1.95e-02    9.13e-03      2.78e-01    2.75e-01    4.0e-04
 178000      6.00e+00    5.34e+00      1.65e-02    1.21e-02      2.62e-01    2.44e-01    4.0e-04
 179000      5.25e+00    6.64e+00      1.54e-03    2.11e-02      2.61e-01    2.75e-01    4.0e-04
 180000      5.24e+00    5.37e+00      1.41e-02    4.16e-03      2.41e-01    2.80e-01    3.5e-04
 181000      6.28e+00    4.65e+00      2.17e-02    7.47e-03      2.59e-01    2.34e-01    3.5e-04
 182000      4.91e+00    5.63e+00      7.76e-03    4.26e-03      2.47e-01    2.94e-01    3.5e-04
 183000      5.03e+00    5.63e+00      4.93e-03    1.70e-02      2.61e-01    2.49e-01    3.5e-04
 184000      5.17e+00    5.36e+00      5.21e-03    8.05e-03      2.68e-01    2.72e-01    3.5e-04
 185000      5.53e+00    4.88e+00      1.42e-02    1.05e-02      2.58e-01    2.37e-01    3.5e-04
 186000      4.82e+00    6.59e+00      6.18e-04    2.15e-02      2.53e-01    2.81e-01    3.5e-04
 187000      4.96e+00    5.11e+00      9.42e-03    9.22e-03      2.45e-01    2.54e-01    3.5e-04
 188000      5.09e+00    4.95e+00      4.72e-03    2.00e-03      2.64e-01    2.60e-01    3.5e-04
 189000      6.30e+00    4.75e+00      1.66e-02    2.23e-03      2.92e-01    2.49e-01    3.5e-04
 190000      5.71e+00    7.36e+00      1.03e-02    2.81e-02      2.84e-01    2.81e-01    3.5e-04
 191000      5.38e+00    5.45e+00      1.33e-02    1.23e-02      2.54e-01    2.62e-01    3.5e-04
 192000      5.34e+00    5.86e+00      9.60e-03    1.72e-02      2.66e-01    2.62e-01    3.5e-04
 193000      6.04e+00    5.03e+00      1.74e-02    1.15e-03      2.72e-01    2.65e-01    3.5e-04
 194000      5.83e+00    4.63e+00      1.01e-02    3.20e-03      2.91e-01    2.42e-01    3.5e-04
 195000      5.38e+00    5.33e+00      1.20e-02    1.27e-02      2.60e-01    2.53e-01    3.5e-04
 196000      5.05e+00    5.47e+00      1.35e-02    6.45e-03      2.33e-01    2.81e-01    3.5e-04
 197000      5.41e+00    4.37e+00      1.28e-02    3.60e-04      2.58e-01    2.30e-01    3.5e-04
 198000      5.29e+00    6.24e+00      1.38e-03    2.13e-02      2.78e-01    2.59e-01    3.5e-04
 199000      5.32e+00    5.40e+00      9.09e-04    1.04e-02      2.80e-01    2.66e-01    3.5e-04
 200000      4.68e+00    5.00e+00      2.53e-03    5.62e-03      2.59e-01    2.72e-01    3.2e-04
 201000      4.57e+00    5.15e+00      5.13e-03    1.27e-02      2.49e-01    2.55e-01    3.2e-04
 202000      5.02e+00    5.05e+00      4.44e-03    9.53e-03      2.75e-01    2.63e-01    3.2e-04
 203000      4.58e+00    4.31e+00      6.93e-04    5.52e-03      2.55e-01    2.33e-01    3.2e-04
 204000      5.49e+00    5.40e+00      1.18e-02    1.14e-02      2.81e-01    2.77e-01    3.2e-04
 205000      4.85e+00    5.39e+00      5.98e-03    9.97e-03      2.63e-01    2.82e-01    3.2e-04
 206000      4.34e+00    4.95e+00      5.15e-03    1.11e-02      2.35e-01    2.51e-01    3.2e-04
 207000      4.89e+00    5.22e+00      1.00e-02    8.61e-03      2.52e-01    2.77e-01    3.2e-04
 208000      5.02e+00    4.88e+00      7.64e-03    8.04e-03      2.68e-01    2.59e-01    3.2e-04
 209000      4.10e+00    5.43e+00      3.29e-03    1.65e-02      2.26e-01    2.50e-01    3.2e-04
 210000      5.47e+00    4.70e+00      1.13e-02    8.73e-03      2.81e-01    2.45e-01    3.2e-04
 211000      4.97e+00    4.35e+00      9.10e-03    6.89e-03      2.60e-01    2.32e-01    3.2e-04
 212000      5.62e+00    4.70e+00      1.07e-02    4.67e-03      2.92e-01    2.57e-01    3.2e-04
 213000      5.17e+00    5.65e+00      1.02e-02    9.13e-03      2.68e-01    3.00e-01    3.2e-04
 214000      6.22e+00    5.00e+00      2.26e-02    1.39e-02      2.56e-01    2.39e-01    3.2e-04
 215000      5.30e+00    5.25e+00      8.21e-03    5.90e-03      2.82e-01    2.85e-01    3.2e-04
 216000      6.85e+00    5.29e+00      2.85e-02    3.63e-03      2.44e-01    2.92e-01    3.2e-04
 217000      4.88e+00    4.30e+00      3.55e-03    7.21e-03      2.69e-01    2.27e-01    3.2e-04
 218000      4.94e+00    5.32e+00      5.70e-03    1.32e-02      2.68e-01    2.63e-01    3.2e-04
 219000      5.20e+00    5.15e+00      1.55e-02    1.18e-02      2.41e-01    2.60e-01    3.2e-04
 220000      4.61e+00    5.82e+00      1.01e-02    2.25e-02      2.47e-01    2.33e-01    2.8e-04
 221000      4.74e+00    4.45e+00      4.00e-03    1.06e-03      2.75e-01    2.61e-01    2.8e-04
 222000      4.71e+00    4.70e+00      8.89e-03    3.58e-03      2.58e-01    2.73e-01    2.8e-04
 223000      4.48e+00    5.07e+00      1.36e-02    1.32e-02      2.15e-01    2.60e-01    2.8e-04
 224000      6.18e+00    4.03e+00      2.23e-02    1.75e-03      2.65e-01    2.36e-01    2.8e-04
 225000      5.92e+00    4.46e+00      1.84e-02    5.55e-03      2.82e-01    2.55e-01    2.8e-04
 226000      4.94e+00    4.04e+00      1.15e-02    5.87e-03      2.61e-01    2.28e-01    2.8e-04
 227000      5.08e+00    7.36e+00      9.76e-03    3.13e-02      2.79e-01    2.56e-01    2.8e-04
 228000      4.28e+00    4.35e+00      2.65e-03    2.06e-03      2.50e-01    2.55e-01    2.8e-04
 229000      4.31e+00    5.08e+00      5.47e-03    1.20e-02      2.46e-01    2.67e-01    2.8e-04
 230000      4.16e+00    5.25e+00      4.57e-03    9.70e-03      2.39e-01    2.89e-01    2.8e-04
 231000      4.12e+00    4.95e+00      2.88e-03    7.93e-03      2.40e-01    2.77e-01    2.8e-04
 232000      4.97e+00    4.59e+00      9.20e-03    2.16e-03      2.74e-01    2.69e-01    2.8e-04
 233000      4.38e+00    4.98e+00      4.81e-03    1.01e-02      2.52e-01    2.70e-01    2.8e-04
 234000      4.45e+00    4.67e+00      9.56e-03    1.32e-03      2.39e-01    2.74e-01    2.8e-04
 235000      4.79e+00    3.93e+00      8.40e-03    1.04e-04      2.66e-01    2.31e-01    2.8e-04
 236000      4.99e+00    4.74e+00      1.25e-02    9.92e-03      2.58e-01    2.56e-01    2.8e-04
 237000      5.03e+00    5.02e+00      3.38e-03    1.00e-02      2.94e-01    2.73e-01    2.8e-04
 238000      4.44e+00    4.62e+00      1.48e-03    2.17e-03      2.61e-01    2.70e-01    2.8e-04
 239000      4.48e+00    4.74e+00      2.55e-03    1.01e-02      2.62e-01    2.55e-01    2.8e-04
 240000      4.07e+00    4.50e+00      6.49e-03    6.82e-03      2.41e-01    2.68e-01    2.5e-04
 241000      4.56e+00    4.32e+00      1.89e-03    5.61e-03      2.82e-01    2.60e-01    2.5e-04
 242000      5.75e+00    4.39e+00      2.10e-02    8.96e-03      2.52e-01    2.51e-01    2.5e-04
 243000      5.32e+00    5.69e+00      1.49e-02    1.89e-02      2.78e-01    2.71e-01    2.5e-04
 244000      4.39e+00    4.53e+00      7.89e-03    8.19e-03      2.56e-01    2.64e-01    2.5e-04
 245000      5.68e+00    4.62e+00      1.65e-02    1.20e-02      2.92e-01    2.48e-01    2.5e-04
 246000      6.22e+00    7.79e+00      2.50e-02    3.37e-02      2.43e-01    2.64e-01    2.5e-04
 247000      3.98e+00    4.07e+00      1.63e-03    2.00e-03      2.47e-01    2.52e-01    2.5e-04
 248000      4.96e+00    4.38e+00      8.13e-03    9.57e-03      2.92e-01    2.47e-01    2.5e-04
 249000      6.10e+00    4.84e+00      1.21e-02    6.70e-03      3.50e-01    2.90e-01    2.5e-04
 250000      4.72e+00    4.47e+00      6.13e-03    5.97e-03      2.84e-01    2.68e-01    2.5e-04
 251000      5.14e+00    4.42e+00      1.68e-02    7.95e-03      2.48e-01    2.57e-01    2.5e-04
 252000      4.60e+00    3.94e+00      5.82e-03    3.91e-04      2.77e-01    2.45e-01    2.5e-04
 253000      4.63e+00    4.29e+00      4.76e-03    2.77e-03      2.82e-01    2.65e-01    2.5e-04
 254000      5.04e+00    4.97e+00      1.28e-02    2.10e-03      2.73e-01    3.08e-01    2.5e-04
 255000      4.40e+00    4.07e+00      7.93e-03    2.24e-03      2.56e-01    2.51e-01    2.5e-04
 256000      4.59e+00    4.53e+00      8.72e-03    1.17e-03      2.66e-01    2.81e-01    2.5e-04
 257000      4.07e+00    4.34e+00      7.36e-03    4.61e-03      2.37e-01    2.64e-01    2.5e-04
 258000      5.22e+00    4.45e+00      1.61e-02    6.53e-03      2.61e-01    2.65e-01    2.5e-04
 259000      3.88e+00    4.67e+00      5.32e-04    6.32e-03      2.41e-01    2.80e-01    2.5e-04
 260000      4.63e+00    4.82e+00      1.37e-02    9.05e-03      2.47e-01    2.94e-01    2.2e-04
 261000      4.35e+00    4.24e+00      1.72e-04    7.64e-03      2.86e-01    2.61e-01    2.2e-04
