#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 510000      3.21e+00    3.74e+00      1.14e-02    1.36e-02      2.54e-01    2.81e-01    5.6e-05
 511000      2.19e+00    2.72e+00      2.32e-03    4.58e-03      2.64e-01    3.13e-01    5.6e-05
 512000      3.02e+00    2.97e+00      9.41e-03    8.99e-03      2.74e-01    2.76e-01    5.6e-05
 513000      5.36e+00    3.83e+00      2.24e-02    1.55e-02      2.77e-01    2.27e-01    5.6e-05
 514000      2.02e+00    1.89e+00      5.30e-04    1.19e-03      2.48e-01    2.31e-01    5.6e-05
 515000      3.52e+00    2.28e+00      1.25e-02    4.95e-03      2.77e-01    2.48e-01    5.6e-05
 516000      3.52e+00    2.41e+00      1.13e-02    3.51e-03      3.13e-01    2.82e-01    5.6e-05
 517000      3.33e+00    4.55e+00      1.20e-02    1.84e-02      2.56e-01    2.69e-01    5.6e-05
 518000      2.32e+00    2.59e+00      2.59e-03    5.91e-03      2.78e-01    2.78e-01    5.6e-05
 519000      2.36e+00    4.09e+00      9.42e-05    1.54e-02      2.91e-01    2.91e-01    5.6e-05
 520000      3.03e+00    2.75e+00      1.04e-02    6.79e-03      2.60e-01    3.00e-01    5.0e-05
 521000      3.22e+00    3.43e+00      1.19e-02    1.21e-02      2.46e-01    2.83e-01    5.0e-05
 522000      3.83e+00    2.21e+00      1.52e-02    2.33e-03      2.47e-01    2.79e-01    5.0e-05
 523000      2.99e+00    2.00e+00      9.31e-03    1.48e-03      2.85e-01    2.56e-01    5.0e-05
 524000      4.04e+00    2.32e+00      1.60e-02    3.18e-04      2.62e-01    3.01e-01    5.0e-05
 525000      3.25e+00    2.70e+00      1.20e-02    7.90e-03      2.51e-01    2.69e-01    5.0e-05
 526000      2.64e+00    2.87e+00      6.60e-03    7.85e-03      2.86e-01    2.99e-01    5.0e-05
 527000      2.31e+00    4.97e+00      4.78e-03    2.13e-02      2.67e-01    2.28e-01    5.0e-05
 528000      2.22e+00    3.52e+00      3.93e-03    1.32e-02      2.65e-01    2.63e-01    5.0e-05
 529000      2.04e+00    3.00e+00      2.93e-03    9.65e-03      2.51e-01    2.77e-01    5.0e-05
 530000      2.41e+00    3.45e+00      4.26e-03    1.23e-02      2.88e-01    2.82e-01    5.0e-05
 531000      2.31e+00    2.06e+00      2.42e-03    3.85e-03      2.92e-01    2.43e-01    5.0e-05
 532000      3.35e+00    2.58e+00      1.14e-02    5.25e-03      2.89e-01    3.00e-01    5.0e-05
 533000      2.42e+00    2.98e+00      5.35e-03    8.12e-03      2.74e-01    3.10e-01    5.0e-05
 534000      2.87e+00    4.11e+00      7.74e-03    1.59e-02      3.00e-01    2.86e-01    5.0e-05
 535000      2.13e+00    5.09e+00      2.34e-04    2.17e-02      2.76e-01    2.43e-01    5.0e-05
 536000      2.27e+00    2.99e+00      9.25e-04    9.45e-03      2.92e-01    2.80e-01    5.0e-05
 537000      2.07e+00    2.51e+00      3.60e-03    6.97e-03      2.48e-01    2.58e-01    5.0e-05
 538000      2.70e+00    3.13e+00      8.57e-03    1.08e-02      2.52e-01    2.68e-01    5.0e-05
 539000      2.16e+00    2.04e+00      2.69e-03    1.10e-03      2.70e-01    2.62e-01    5.0e-05
 540000      2.38e+00    1.82e+00      5.33e-03    3.97e-04      2.82e-01    2.46e-01    4.5e-05
 541000      2.14e+00    2.41e+00      3.10e-03    4.63e-03      2.75e-01    2.97e-01    4.5e-05
 542000      1.97e+00    2.19e+00      2.29e-03    3.54e-03      2.59e-01    2.79e-01    4.5e-05
 543000      2.62e+00    3.08e+00      8.64e-03    1.14e-02      2.46e-01    2.45e-01    4.5e-05
 544000      2.29e+00    2.44e+00      4.16e-03    6.73e-03      2.85e-01    2.64e-01    4.5e-05
 545000      2.44e+00    1.79e+00      5.76e-03    7.40e-04      2.84e-01    2.42e-01    4.5e-05
 546000      2.37e+00    2.08e+00      4.44e-03    3.20e-03      2.94e-01    2.66e-01    4.5e-05
 547000      2.93e+00    2.75e+00      9.30e-03    6.34e-03      2.87e-01    3.22e-01    4.5e-05
 548000      3.75e+00    1.91e+00      1.45e-02    7.97e-04      2.75e-01    2.59e-01    4.5e-05
 549000      1.97e+00    2.56e+00      1.90e-03    5.91e-03      2.62e-01    3.01e-01    4.5e-05
 550000      2.79e+00    2.56e+00      8.76e-03    4.72e-03      2.75e-01    3.18e-01    4.5e-05
 551000      2.14e+00    1.91e+00      4.05e-03    8.85e-04      2.64e-01    2.58e-01    4.5e-05
 552000      6.33e+00    2.93e+00      2.71e-02    9.41e-03      3.08e-01    2.83e-01    4.5e-05
 553000      2.46e+00    2.77e+00      5.37e-03    7.71e-03      2.93e-01    2.98e-01    4.5e-05
 554000      3.77e+00    2.17e+00      1.50e-02    2.31e-03      2.53e-01    2.86e-01    4.5e-05
 555000      2.73e+00    3.46e+00      9.59e-03    1.33e-02      2.38e-01    2.54e-01    4.5e-05
 556000      2.44e+00    4.14e+00      6.12e-03    1.59e-02      2.76e-01    3.03e-01    4.5e-05
 557000      2.34e+00    3.06e+00      5.31e-03    1.05e-02      2.75e-01    2.76e-01    4.5e-05
 558000      2.48e+00    3.82e+00      4.70e-03    1.45e-02      3.06e-01    2.90e-01    4.5e-05
 559000      4.33e+00    3.53e+00      1.68e-02    1.38e-02      3.12e-01    2.50e-01    4.5e-05
 560000      2.70e+00    2.11e+00      8.00e-03    2.06e-03      2.91e-01    2.93e-01    4.0e-05
 561000      2.05e+00    1.98e+00      8.99e-04    3.82e-03      2.91e-01    2.55e-01    4.0e-05
 562000      2.71e+00    2.23e+00      9.45e-03    4.97e-03      2.48e-01    2.77e-01    4.0e-05
 563000      6.10e+00    3.04e+00      2.67e-02    1.07e-02      2.48e-01    2.78e-01    4.0e-05
 564000      2.18e+00    3.13e+00      3.53e-03    1.19e-02      2.89e-01    2.48e-01    4.0e-05
 565000      2.02e+00    2.24e+00      2.25e-04    4.17e-03      2.88e-01    2.91e-01    4.0e-05
 566000      2.14e+00    2.03e+00      3.09e-03    3.23e-03      2.89e-01    2.71e-01    4.0e-05
 567000      1.80e+00    3.02e+00      2.37e-04    1.04e-02      2.57e-01    2.82e-01    4.0e-05
 568000      2.30e+00    1.77e+00      5.63e-03    1.71e-03      2.75e-01    2.46e-01    4.0e-05
 569000      5.36e+00    2.20e+00      2.22e-02    2.75e-03      3.21e-01    3.01e-01    4.0e-05
 570000      2.08e+00    2.03e+00      4.77e-03    1.90e-03      2.55e-01    2.82e-01    4.0e-05
 571000      2.08e+00    1.93e+00      1.21e-03    2.84e-03      2.93e-01    2.60e-01    4.0e-05
 572000      2.19e+00    2.11e+00      3.63e-03    3.52e-03      2.90e-01    2.79e-01    4.0e-05
 573000      2.00e+00    2.14e+00      4.15e-03    4.67e-03      2.53e-01    2.68e-01    4.0e-05
 574000      2.36e+00    3.16e+00      7.09e-03    1.19e-02      2.52e-01    2.55e-01    4.0e-05
 575000      2.56e+00    2.33e+00      7.42e-03    4.78e-03      2.81e-01    2.95e-01    4.0e-05
 576000      2.08e+00    2.05e+00      2.94e-03    3.65e-03      2.81e-01    2.68e-01    4.0e-05
 577000      2.94e+00    4.11e+00      5.59e-03    1.64e-02      3.80e-01    2.82e-01    4.0e-05
 578000      1.90e+00    2.15e+00      1.06e-03    1.88e-03      2.69e-01    3.01e-01    4.0e-05
 579000      5.77e+00    3.60e+00      2.46e-02    1.43e-02      2.93e-01    2.51e-01    4.0e-05
 580000      3.24e+00    1.99e+00      1.25e-02    1.55e-03      2.57e-01    2.93e-01    3.5e-05
 581000      1.83e+00    2.49e+00      5.62e-04    6.68e-03      2.71e-01    3.00e-01    3.5e-05
 582000      1.99e+00    2.36e+00      3.43e-03    5.39e-03      2.74e-01    3.04e-01    3.5e-05
 583000      2.05e+00    1.98e+00      4.04e-03    4.20e-03      2.75e-01    2.61e-01    3.5e-05
 584000      3.49e+00    2.21e+00      1.31e-02    4.83e-03      2.93e-01    2.89e-01    3.5e-05
 585000      2.35e+00    3.28e+00      6.87e-03    1.21e-02      2.69e-01    2.83e-01    3.5e-05
 586000      1.99e+00    3.50e+00      3.92e-03    1.36e-02      2.67e-01    2.70e-01    3.5e-05
 587000      3.26e+00    2.60e+00      1.22e-02    8.03e-03      2.77e-01    2.84e-01    3.5e-05
 588000      2.88e+00    1.81e+00      9.72e-03    1.10e-05      2.87e-01    2.69e-01    3.5e-05
 589000      1.90e+00    4.47e+00      3.96e-03    1.92e-02      2.52e-01    2.24e-01    3.5e-05
 590000      2.26e+00    1.82e+00      4.70e-03    1.96e-03      2.99e-01    2.64e-01    3.5e-05
 591000      2.81e+00    2.94e+00      9.74e-03    1.05e-02      2.71e-01    2.73e-01    3.5e-05
 592000      2.33e+00    2.78e+00      6.79e-03    9.93e-03      2.66e-01    2.56e-01    3.5e-05
 593000      3.72e+00    2.90e+00      1.48e-02    1.04e-02      2.67e-01    2.65e-01    3.5e-05
 594000      1.85e+00    2.75e+00      1.32e-03    8.38e-03      2.72e-01    3.05e-01    3.5e-05
 595000      1.97e+00    2.06e+00      2.03e-03    5.30e-03      2.86e-01    2.52e-01    3.5e-05
 596000      1.71e+00    4.36e+00      3.61e-04    1.78e-02      2.54e-01    2.85e-01    3.5e-05
 597000      2.07e+00    2.90e+00      5.24e-03    8.76e-03      2.56e-01    3.24e-01    3.5e-05
 598000      2.66e+00    1.99e+00      8.26e-03    3.64e-04      2.89e-01    2.96e-01    3.5e-05
 599000      1.86e+00    2.65e+00      2.99e-03    8.74e-03      2.59e-01    2.72e-01    3.5e-05
 600000      2.14e+00    2.40e+00      5.58e-03    7.45e-03      2.74e-01    2.73e-01    3.2e-05
 601000      2.08e+00    1.95e+00      4.57e-03    4.70e-03      2.84e-01    2.57e-01    3.2e-05
 602000      1.77e+00    2.22e+00      1.52e-03    6.10e-03      2.70e-01    2.75e-01    3.2e-05
 603000      3.17e+00    2.97e+00      1.20e-02    1.01e-02      2.76e-01    3.06e-01    3.2e-05
 604000      2.24e+00    2.04e+00      3.86e-03    5.70e-03      3.23e-01    2.51e-01    3.2e-05
 605000      1.77e+00    2.52e+00      3.83e-03    7.83e-03      2.41e-01    2.87e-01    3.2e-05
 606000      2.05e+00    1.92e+00      5.33e-03    1.22e-03      2.61e-01    2.96e-01    3.2e-05
 607000      3.62e+00    2.28e+00      1.43e-02    7.01e-03      2.77e-01    2.62e-01    3.2e-05
 608000      2.08e+00    3.19e+00      4.32e-03    1.21e-02      2.87e-01    2.70e-01    3.2e-05
 609000      3.70e+00    2.86e+00      1.49e-02    9.99e-03      2.69e-01    2.83e-01    3.2e-05
 610000      2.47e+00    2.06e+00      7.87e-03    4.72e-03      2.73e-01    2.76e-01    3.2e-05
 611000      1.64e+00    2.29e+00      1.97e-03    5.93e-03      2.46e-01    2.93e-01    3.2e-05
 612000      2.71e+00    1.84e+00      8.47e-03    4.10e-03      3.06e-01    2.50e-01    3.2e-05
 613000      2.76e+00    1.66e+00      9.94e-03    2.08e-03      2.63e-01    2.49e-01    3.2e-05
 614000      2.26e+00    1.93e+00      6.60e-03    2.94e-03      2.69e-01    2.83e-01    3.2e-05
 615000      2.04e+00    1.92e+00      6.45e-04    3.30e-03      3.17e-01    2.76e-01    3.2e-05
 616000      2.11e+00    2.22e+00      4.48e-03    6.57e-03      2.91e-01    2.63e-01    3.2e-05
 617000      3.51e+00    3.46e+00      1.38e-02    1.35e-02      2.76e-01    2.75e-01    3.2e-05
 618000      3.50e+00    2.17e+00      1.44e-02    4.40e-03      2.30e-01    3.03e-01    3.2e-05
 619000      4.59e+00    2.28e+00      1.90e-02    6.60e-03      2.92e-01    2.73e-01    3.2e-05
 620000      2.70e+00    2.66e+00      8.73e-03    9.99e-03      3.07e-01    2.41e-01    2.8e-05
 621000      2.77e+00    2.71e+00      9.42e-03    9.69e-03      2.98e-01    2.69e-01    2.8e-05
 622000      2.42e+00    2.74e+00      7.17e-03    1.02e-02      2.97e-01    2.55e-01    2.8e-05
 623000      4.12e+00    1.68e+00      1.64e-02    1.63e-03      3.18e-01    2.66e-01    2.8e-05
 624000      3.77e+00    1.64e+00      1.49e-02    3.34e-04      3.02e-01    2.66e-01    2.8e-05
 625000      2.01e+00    2.27e+00      4.84e-03    5.83e-03      2.77e-01    3.04e-01    2.8e-05
 626000      1.93e+00    2.07e+00      2.35e-03    5.92e-03      3.02e-01    2.62e-01    2.8e-05
 627000      2.12e+00    1.83e+00      6.43e-03    1.83e-03      2.56e-01    2.90e-01    2.8e-05
 628000      2.18e+00    4.68e+00      6.44e-03    1.96e-02      2.69e-01    2.92e-01    2.8e-05
 629000      2.51e+00    3.97e+00      8.94e-03    1.62e-02      2.52e-01    2.84e-01    2.8e-05
 630000      2.00e+00    2.46e+00      5.03e-03    8.31e-03      2.70e-01    2.67e-01    2.8e-05
 631000      2.03e+00    2.01e+00      5.95e-03    5.33e-03      2.51e-01    2.65e-01    2.8e-05
 632000      1.89e+00    2.06e+00      1.98e-03    5.84e-03      2.98e-01    2.62e-01    2.8e-05
 633000      2.41e+00    2.94e+00      8.42e-03    9.74e-03      2.51e-01    3.26e-01    2.8e-05
 634000      2.25e+00    1.74e+00      7.36e-03    4.15e-04      2.53e-01    2.82e-01    2.8e-05
 635000      1.90e+00    1.87e+00      3.65e-03    3.70e-03      2.80e-01    2.74e-01    2.8e-05
 636000      1.87e+00    2.71e+00      2.13e-03    9.11e-03      2.93e-01    2.96e-01    2.8e-05
 637000      1.79e+00    1.98e+00      3.97e-03    3.89e-03      2.54e-01    2.90e-01    2.8e-05
 638000      2.66e+00    2.46e+00      9.91e-03    8.65e-03      2.45e-01    2.52e-01    2.8e-05
 639000      2.40e+00    1.71e+00      7.97e-03    9.33e-04      2.66e-01    2.76e-01    2.8e-05
 640000      3.33e+00    1.86e+00      1.29e-02    3.93e-03      2.90e-01    2.78e-01    2.5e-05
 641000      2.04e+00    1.83e+00      5.09e-03    4.01e-03      2.89e-01    2.71e-01    2.5e-05
 642000      1.79e+00    2.01e+00      4.27e-03    4.25e-03      2.59e-01    3.02e-01    2.5e-05
 643000      2.25e+00    1.73e+00      6.36e-03    2.20e-03      2.99e-01    2.82e-01    2.5e-05
 644000      2.03e+00    2.49e+00      5.17e-03    8.59e-03      2.84e-01    2.72e-01    2.5e-05
 645000      2.46e+00    4.09e+00      8.67e-03    1.68e-02      2.61e-01    2.97e-01    2.5e-05
 646000      1.98e+00    1.75e+00      2.47e-03    6.96e-06      3.23e-01    2.97e-01    2.5e-05
 647000      1.75e+00    2.38e+00      2.61e-03    6.71e-03      2.80e-01    3.15e-01    2.5e-05
 648000      3.11e+00    1.93e+00      1.13e-02    4.61e-03      3.14e-01    2.77e-01    2.5e-05
 649000      3.32e+00    1.60e+00      1.25e-02    1.32e-03      3.12e-01    2.66e-01    2.5e-05
 650000      1.76e+00    2.85e+00      2.26e-03    1.06e-02      2.85e-01    2.74e-01    2.5e-05
 651000      1.76e+00    1.61e+00      1.27e-03    2.12e-04      2.94e-01    2.73e-01    2.5e-05
 652000      2.68e+00    1.89e+00      9.21e-03    4.81e-03      2.96e-01    2.65e-01    2.5e-05
 653000      2.11e+00    1.71e+00      4.65e-03    3.82e-03      3.12e-01    2.52e-01    2.5e-05
 654000      3.16e+00    4.39e+00      1.25e-02    1.85e-02      2.59e-01    2.71e-01    2.5e-05
 655000      4.22e+00    3.11e+00      1.79e-02    1.22e-02      2.49e-01    2.61e-01    2.5e-05
 656000      5.09e+00    1.67e+00      2.19e-02    1.93e-03      2.67e-01    2.74e-01    2.5e-05
 657000      4.22e+00    1.70e+00      1.75e-02    3.78e-03      2.87e-01    2.52e-01    2.5e-05
 658000      1.92e+00    1.65e+00      2.11e-03    5.42e-04      3.16e-01    2.79e-01    2.5e-05
 659000      2.14e+00    2.55e+00      5.37e-03    9.00e-03      3.01e-01    2.71e-01    2.5e-05
 660000      1.44e+00    1.84e+00      7.91e-04    2.92e-03      2.51e-01    3.04e-01    2.2e-05
 661000      2.29e+00    2.78e+00      7.11e-03    9.60e-03      2.93e-01    3.15e-01    2.2e-05
 662000      1.92e+00    1.49e+00      4.69e-03    2.21e-04      2.85e-01    2.62e-01    2.2e-05
 663000      1.54e+00    1.65e+00      1.36e-03    2.22e-03      2.66e-01    2.77e-01    2.2e-05
 664000      2.07e+00    1.74e+00      6.67e-03    2.59e-04      2.56e-01    3.06e-01    2.2e-05
 665000      1.57e+00    2.23e+00      2.02e-03    5.97e-03      2.66e-01    3.16e-01    2.2e-05
 666000      2.11e+00    3.90e+00      5.95e-03    1.57e-02      2.90e-01    3.13e-01    2.2e-05
 667000      5.42e+00    1.78e+00      2.33e-02    1.70e-03      3.00e-01    3.06e-01    2.2e-05
 668000      1.48e+00    2.42e+00      1.21e-03    6.49e-03      2.56e-01    3.43e-01    2.2e-05
 669000      2.12e+00    1.84e+00      6.58e-03    4.87e-03      2.72e-01    2.64e-01    2.2e-05
 670000      2.12e+00    3.59e+00      5.66e-03    1.44e-02      3.01e-01    2.94e-01    2.2e-05
 671000      2.19e+00    1.68e+00      6.73e-03    3.16e-03      2.82e-01    2.70e-01    2.2e-05
 672000      2.36e+00    3.45e+00      7.58e-03    1.39e-02      2.94e-01    2.81e-01    2.2e-05
 673000      1.72e+00    2.85e+00      2.89e-03    1.09e-02      2.82e-01    2.68e-01    2.2e-05
 674000      1.89e+00    2.80e+00      4.17e-03    1.05e-02      2.91e-01    2.73e-01    2.2e-05
 675000      2.31e+00    2.31e+00      8.22e-03    7.74e-03      2.51e-01    2.74e-01    2.2e-05
 676000      1.88e+00    2.81e+00      5.13e-03    1.05e-02      2.63e-01    2.78e-01    2.2e-05
 677000      2.44e+00    1.69e+00      8.64e-03    3.50e-03      2.69e-01    2.65e-01    2.2e-05
 678000      1.68e+00    2.67e+00      2.26e-03    9.71e-03      2.83e-01    2.80e-01    2.2e-05
 679000      2.26e+00    1.89e+00      7.86e-03    5.32e-03      2.54e-01    2.61e-01    2.2e-05
 680000      1.42e+00    2.27e+00      6.09e-04    3.27e-03      2.60e-01    3.94e-01    2.0e-05
 681000      6.13e+00    1.79e+00      2.67e-02    3.97e-03      2.92e-01    2.86e-01    2.0e-05
 682000      2.56e+00    3.02e+00      8.84e-03    1.19e-02      3.04e-01    2.74e-01    2.0e-05
 683000      4.31e+00    1.51e+00      1.83e-02    2.91e-03      2.62e-01    2.50e-01    2.0e-05
 684000      1.60e+00    2.11e+00      2.86e-03    7.26e-03      2.70e-01    2.49e-01    2.0e-05
 685000      1.36e+00    1.62e+00      1.86e-04    1.46e-03      2.49e-01    2.91e-01    2.0e-05
 686000      2.55e+00    5.02e+00      9.19e-03    2.18e-02      2.81e-01    2.50e-01    2.0e-05
 687000      3.29e+00    2.78e+00      1.29e-02    1.05e-02      3.01e-01    2.82e-01    2.0e-05
 688000      2.06e+00    2.27e+00      2.08e-03    6.63e-03      3.69e-01    3.17e-01    2.0e-05
 689000      2.91e+00    4.95e+00      1.16e-02    2.10e-02      2.53e-01    3.11e-01    2.0e-05
 690000      2.91e+00    3.45e+00      1.13e-02    1.40e-02      2.75e-01    2.78e-01    2.0e-05
 691000      1.95e+00    2.12e+00      5.15e-03    6.85e-03      2.90e-01    2.72e-01    2.0e-05
 692000      2.53e+00    1.55e+00      9.41e-03    3.08e-04      2.63e-01    2.84e-01    2.0e-05
 693000      2.06e+00    1.64e+00      5.96e-03    2.77e-03      2.90e-01    2.79e-01    2.0e-05
 694000      1.61e+00    1.57e+00      2.57e-03    1.69e-03      2.76e-01    2.79e-01    2.0e-05
 695000      2.75e+00    3.03e+00      1.03e-02    1.20e-02      2.78e-01    2.68e-01    2.0e-05
 696000      1.92e+00    1.77e+00      5.89e-03    3.40e-03      2.58e-01    2.93e-01    2.0e-05
 697000      1.46e+00    2.03e+00      1.17e-03    6.79e-03      2.63e-01    2.49e-01    2.0e-05
 698000      4.40e+00    1.82e+00      1.87e-02    5.34e-03      2.76e-01    2.53e-01    2.0e-05
 699000      2.10e+00    1.69e+00      5.92e-03    1.79e-03      3.01e-01    3.01e-01    2.0e-05
 700000      2.33e+00    1.78e+00      8.37e-03    2.73e-03      2.68e-01    3.20e-01    1.8e-05
 701000      2.35e+00    2.57e+00      8.67e-03    9.49e-03      2.59e-01    2.81e-01    1.8e-05
 702000      2.17e+00    2.58e+00      7.25e-03    1.00e-02      2.79e-01    2.51e-01    1.8e-05
 703000      6.94e+00    2.08e+00      3.06e-02    7.00e-03      2.82e-01    2.64e-01    1.8e-05
 704000      1.78e+00    1.42e+00      4.61e-03    8.93e-04      2.77e-01    2.67e-01    1.8e-05
 705000      1.48e+00    1.76e+00      1.02e-03    3.12e-03      2.78e-01    3.09e-01    1.8e-05
 706000      1.44e+00    3.03e+00      3.94e-04    1.18e-02      2.73e-01    2.96e-01    1.8e-05
 707000      1.59e+00    1.87e+00      3.56e-03    5.96e-03      2.63e-01    2.52e-01    1.8e-05
 708000      1.53e+00    2.22e+00      1.40e-03    6.78e-03      2.85e-01    3.11e-01    1.8e-05
 709000      2.55e+00    1.80e+00      9.74e-03    4.72e-03      2.59e-01    2.78e-01    1.8e-05
 710000      2.67e+00    1.65e+00      9.87e-03    3.38e-03      2.90e-01    2.80e-01    1.8e-05
 711000      2.66e+00    1.37e+00      1.06e-02    9.32e-05      2.38e-01    2.61e-01    1.8e-05
 712000      1.87e+00    2.09e+00      5.79e-03    6.67e-03      2.60e-01    2.80e-01    1.8e-05
 713000      1.60e+00    3.40e+00      1.47e-03    1.39e-02      2.98e-01    2.75e-01    1.8e-05
 714000      2.18e+00    2.15e+00      7.76e-03    6.52e-03      2.56e-01    3.03e-01    1.8e-05
 715000      3.49e+00    1.74e+00      1.43e-02    5.37e-03      2.81e-01    2.41e-01    1.8e-05
 716000      2.23e+00    1.60e+00      7.74e-03    1.59e-04      2.70e-01    3.04e-01    1.8e-05
 717000      2.14e+00    1.56e+00      6.76e-03    1.81e-03      2.92e-01    2.87e-01    1.8e-05
 718000      3.06e+00    1.38e+00      1.23e-02    1.33e-03      2.61e-01    2.56e-01    1.8e-05
 719000      2.45e+00    3.59e+00      9.23e-03    1.50e-02      2.55e-01    2.64e-01    1.8e-05
 720000      2.87e+00    1.69e+00      1.12e-02    2.69e-03      2.84e-01    3.13e-01    1.6e-05
 721000      2.13e+00    1.66e+00      7.13e-03    4.26e-03      2.81e-01    2.70e-01    1.6e-05
 722000      2.11e+00    3.44e+00      7.55e-03    1.42e-02      2.54e-01    2.76e-01    1.6e-05
 723000      1.51e+00    1.46e+00      1.39e-03    1.01e-03      2.92e-01    2.85e-01    1.6e-05
 724000      3.58e+00    2.06e+00      1.45e-02    6.64e-03      3.13e-01    2.83e-01    1.6e-05
 725000      2.20e+00    2.09e+00      7.82e-03    7.32e-03      2.68e-01    2.58e-01    1.6e-05
 726000      1.57e+00    1.53e+00      3.54e-03    2.01e-03      2.69e-01    2.90e-01    1.6e-05
 727000      1.76e+00    1.65e+00      4.31e-03    3.84e-03      2.91e-01    2.79e-01    1.6e-05
 728000      1.84e+00    1.37e+00      6.10e-03    1.56e-04      2.46e-01    2.69e-01    1.6e-05
 729000      2.22e+00    2.17e+00      7.53e-03    6.71e-03      2.88e-01    3.11e-01    1.6e-05
 730000      1.59e+00    2.44e+00      3.55e-03    9.17e-03      2.73e-01    2.66e-01    1.6e-05
 731000      3.13e+00    1.71e+00      1.24e-02    4.59e-03      2.91e-01    2.71e-01    1.6e-05
 732000      2.44e+00    2.14e+00      9.25e-03    7.27e-03      2.62e-01    2.77e-01    1.6e-05
 733000      2.52e+00    1.45e+00      9.70e-03    9.52e-04      2.59e-01    2.83e-01    1.6e-05
 734000      2.59e+00    1.51e+00      9.61e-03    2.78e-03      2.89e-01    2.73e-01    1.6e-05
 735000      3.51e+00    1.34e+00      1.43e-02    2.27e-04      2.98e-01    2.64e-01    1.6e-05
 736000      3.30e+00    1.25e+00      1.33e-02    4.54e-04      2.93e-01    2.45e-01    1.6e-05
 737000      1.69e+00    1.40e+00      4.21e-03    1.18e-04      2.79e-01    2.77e-01    1.6e-05
 738000      1.83e+00    1.40e+00      4.69e-03    1.90e-03      2.97e-01    2.64e-01    1.6e-05
 739000      2.09e+00    2.63e+00      6.85e-03    1.01e-02      2.84e-01    2.74e-01    1.6e-05
 740000      1.36e+00    1.71e+00      2.10e-03    4.03e-03      2.62e-01    2.97e-01    1.4e-05
 741000      2.38e+00    1.53e+00      8.78e-03    2.54e-03      2.79e-01    2.90e-01    1.4e-05
 742000      1.45e+00    2.05e+00      1.86e-03    7.34e-03      2.84e-01    2.53e-01    1.4e-05
 743000      1.63e+00    1.61e+00      3.89e-03    4.07e-03      2.83e-01    2.71e-01    1.4e-05
 744000      1.48e+00    3.43e+00      1.55e-03    1.43e-02      2.93e-01    2.65e-01    1.4e-05
 745000      2.75e+00    1.53e+00      1.02e-02    2.07e-03      3.16e-01    2.99e-01    1.4e-05
 746000      1.55e+00    1.45e+00      3.41e-03    2.49e-03      2.76e-01    2.73e-01    1.4e-05
 747000      4.86e+00    1.83e+00      2.07e-02    5.57e-03      3.27e-01    2.74e-01    1.4e-05
 748000      1.29e+00    2.48e+00      2.97e-04    9.61e-03      2.64e-01    2.60e-01    1.4e-05
 749000      1.41e+00    2.72e+00      2.82e-03    1.06e-02      2.58e-01    2.75e-01    1.4e-05
 750000      1.35e+00    1.45e+00      1.91e-03    3.01e-03      2.61e-01    2.62e-01    1.4e-05
 751000      1.42e+00    2.06e+00      9.89e-05    7.05e-03      2.90e-01    2.73e-01    1.4e-05
 752000      1.66e+00    2.14e+00      4.74e-03    7.91e-03      2.62e-01    2.50e-01    1.4e-05
 753000      3.00e+00    2.79e+00      1.22e-02    1.11e-02      2.61e-01    2.70e-01    1.4e-05
 754000      1.34e+00    2.64e+00      1.82e-03    1.02e-02      2.61e-01    2.77e-01    1.4e-05
 755000      4.27e+00    2.98e+00      1.82e-02    1.22e-02      2.86e-01    2.55e-01    1.4e-05
 756000      2.86e+00    2.26e+00      1.13e-02    8.39e-03      2.84e-01    2.60e-01    1.4e-05
 757000      1.35e+00    2.46e+00      1.47e-03    9.18e-03      2.67e-01    2.82e-01    1.4e-05
 758000      2.65e+00    1.54e+00      1.05e-02    9.93e-04      2.56e-01    3.12e-01    1.4e-05
 759000      3.50e+00    3.34e+00      1.46e-02    1.38e-02      2.73e-01    2.75e-01    1.4e-05
 760000      1.74e+00    3.08e+00      4.94e-03    1.20e-02      2.84e-01    3.24e-01    1.3e-05
 761000      2.77e+00    1.27e+00      1.10e-02    1.62e-03      2.77e-01    2.58e-01    1.3e-05
 762000      1.64e+00    3.21e+00      3.88e-03    1.34e-02      2.94e-01    2.55e-01    1.3e-05
 763000      2.29e+00    1.91e+00      8.25e-03    5.45e-03      2.90e-01    3.12e-01    1.3e-05
 764000      2.44e+00    2.64e+00      9.28e-03    1.00e-02      2.77e-01    2.99e-01    1.3e-05
 765000      2.66e+00    1.68e+00      1.06e-02    3.62e-03      2.60e-01    3.10e-01    1.3e-05
 766000      1.93e+00    2.05e+00      5.83e-03    6.43e-03      3.02e-01    3.10e-01    1.3e-05
 767000      1.75e+00    1.43e+00      5.13e-03    2.10e-03      2.80e-01    2.85e-01    1.3e-05
 768000      2.56e+00    1.23e+00      1.04e-02    2.54e-04      2.33e-01    2.60e-01    1.3e-05
 769000      1.38e+00    2.00e+00      6.50e-04    7.11e-03      2.90e-01    2.58e-01    1.3e-05
 770000      2.18e+00    2.18e+00      7.79e-03    7.92e-03      2.80e-01    2.72e-01    1.3e-05
 771000      1.78e+00    2.17e+00      5.06e-03    8.23e-03      2.91e-01    2.48e-01    1.3e-05
 772000      1.59e+00    1.24e+00      3.77e-03    1.35e-04      2.84e-01    2.61e-01    1.3e-05
